cdd	bg_count	bg_percentage
gnl|CDD|239511	43460	0.000772827732572868
gnl|CDD|426125	43458	0.0007727921675598642
gnl|CDD|273753	43114	0.0007666749853232083
gnl|CDD|426863	43040	0.0007653590798420672
gnl|CDD|172320	42876	0.0007624427487757544
gnl|CDD|224636	42809	0.0007612513208401267
gnl|CDD|237750	42807	0.0007612157558271229
gnl|CDD|225383	42627	0.0007580149046567797
gnl|CDD|225848	42342	0.0007529468903037362
gnl|CDD|181304	42342	0.0007529468903037362
gnl|CDD|224174	42242	0.0007511686396535456
gnl|CDD|223438	42238	0.0007510975096275379
gnl|CDD|427635	42235	0.0007510441621080322
gnl|CDD|426092	41986	0.0007466163179890575
gnl|CDD|182777	41684	0.0007412460010254815
gnl|CDD|426449	41240	0.000733350568138635
gnl|CDD|426112	41174	0.0007321769227095091
gnl|CDD|238217	41140	0.0007315723174884443
gnl|CDD|177058	40640	0.000722681064237491
gnl|CDD|238210	40608	0.0007221120240294299
gnl|CDD|176971	40519	0.0007205293809507602
gnl|CDD|225481	40421	0.0007187866953135733
gnl|CDD|133456	40377	0.0007180042650274895
gnl|CDD|226194	40338	0.000717310747273915
gnl|CDD|172858	40124	0.000713505290882507
gnl|CDD|238319	39852	0.0007086684491139884
gnl|CDD|223502	39729	0.0007064812008142539
gnl|CDD|237503	39014	0.0006937667086653905
gnl|CDD|172849	38988	0.0006933043634963409
gnl|CDD|429401	38738	0.0006888587368708642
gnl|CDD|272995	38604	0.0006864758809996087
gnl|CDD|172866	38487	0.0006843953277388857
gnl|CDD|399137	38451	0.000683755157504817
gnl|CDD|349412	38089	0.0006773178901511267
gnl|CDD|409023	38008	0.0006758775071244723
gnl|CDD|433295	37992	0.0006755929870204418
gnl|CDD|225896	37916	0.0006742415165262969
gnl|CDD|372570	37717	0.0006707027977324175
gnl|CDD|272937	37687	0.0006701693225373603
gnl|CDD|172860	37640	0.0006693335447317706
gnl|CDD|274017	37537	0.0006675019465620742
gnl|CDD|239325	37377	0.0006646567455217691
gnl|CDD|184861	37295	0.0006631985799886128
gnl|CDD|184675	37275	0.0006628429298585747
gnl|CDD|349414	37219	0.0006618471094944679
gnl|CDD|425433	37166	0.0006609046366498669
gnl|CDD|184681	36988	0.0006577393504925274
gnl|CDD|182819	36824	0.0006548230194262147
gnl|CDD|425480	36583	0.0006505374353592551
gnl|CDD|223349	36576	0.0006504129578137418
gnl|CDD|426851	36342	0.0006462518512922957
gnl|CDD|439537	36335	0.0006461273737467823
gnl|CDD|397869	36283	0.0006452026834086832
gnl|CDD|143393	36270	0.0006449715108241584
gnl|CDD|433281	36221	0.000644100168005565
gnl|CDD|271215	36208	0.0006438689954210401
gnl|CDD|172921	36201	0.0006437445178755268
gnl|CDD|197385	35958	0.0006394233687955635
gnl|CDD|133389	35923	0.0006388009810679967
gnl|CDD|396182	35869	0.0006378407257168938
gnl|CDD|225391	35580	0.0006327015813378427
gnl|CDD|433210	35456	0.0006304965505316062
gnl|CDD|237710	35452	0.0006304254205055987
gnl|CDD|429976	35387	0.0006292695575829747
gnl|CDD|433266	35295	0.0006276335669847992
gnl|CDD|129141	35259	0.0006269933967507306
gnl|CDD|214638	35254	0.000626904484218221
gnl|CDD|119397	35243	0.0006267088766467001
gnl|CDD|430772	35031	0.0006229389852682958
gnl|CDD|225072	34940	0.0006213207771766224
gnl|CDD|425930	34490	0.0006133186492507643
gnl|CDD|224750	34429	0.0006122339163541481
gnl|CDD|411790	34336	0.0006105801432494707
gnl|CDD|426932	34284	0.0006096554529113716
gnl|CDD|401798	34214	0.000608410677456238
gnl|CDD|432961	34171	0.0006076460296766561
gnl|CDD|224836	34130	0.0006069169469100779
gnl|CDD|237713	34110	0.0006065612967800397
gnl|CDD|182607	34022	0.0006049964362078719
gnl|CDD|431668	34010	0.0006047830461298491
gnl|CDD|235659	33982	0.0006042851359477956
gnl|CDD|426592	33961	0.0006039117033112556
gnl|CDD|237837	33883	0.0006025246678041069
gnl|CDD|224741	33809	0.0006012087623229658
gnl|CDD|129402	33791	0.0006008886772059315
gnl|CDD|433026	33730	0.0005998039443093152
gnl|CDD|184862	33679	0.0005988970364777179
gnl|CDD|272848	33619	0.0005978300860876036
gnl|CDD|425764	33542	0.0005964608330869567
gnl|CDD|431248	33417	0.0005942380197742184
gnl|CDD|340416	33253	0.0005913216887079056
gnl|CDD|176950	33158	0.0005896323505902245
gnl|CDD|179040	33152	0.0005895256555512131
gnl|CDD|179298	33078	0.0005882097500700719
gnl|CDD|179216	33063	0.0005879430124725433
gnl|CDD|430665	32934	0.0005856490691337974
gnl|CDD|119396	32872	0.0005845465537306792
gnl|CDD|172912	32831	0.000583817470964101
gnl|CDD|426171	32696	0.0005814168325863436
gnl|CDD|184679	32693	0.0005813634850668378
gnl|CDD|372654	32496	0.0005778603312859622
gnl|CDD|153148	32416	0.0005764377307658097
gnl|CDD|426430	32378	0.0005757619955187373
gnl|CDD|433290	32351	0.0005752818678431857
gnl|CDD|223306	32327	0.00057485508768714
gnl|CDD|427800	32257	0.0005736103122320065
gnl|CDD|340426	32120	0.0005711741088412453
gnl|CDD|431687	32090	0.0005706406336461881
gnl|CDD|214677	31960	0.0005683289078009402
gnl|CDD|197731	31955	0.0005682399952684307
gnl|CDD|184483	31932	0.0005678309976188868
gnl|CDD|273404	31915	0.0005675286950083544
gnl|CDD|433422	31879	0.0005668885247742858
gnl|CDD|223410	31878	0.0005668707422677838
gnl|CDD|234744	31804	0.0005655548367866427
gnl|CDD|172851	31798	0.0005654481417476313
gnl|CDD|184682	31771	0.0005649680140720799
gnl|CDD|223305	31716	0.0005639899762144749
gnl|CDD|239515	31704	0.0005637765861364521
gnl|CDD|409669	31592	0.0005617849454082385
gnl|CDD|425521	31483	0.0005598466521995307
gnl|CDD|432050	31464	0.0005595087845759945
gnl|CDD|315987	31364	0.0005577305339258037
gnl|CDD|433164	31340	0.000557303753769758
gnl|CDD|238489	31245	0.0005556144156520768
gnl|CDD|173926	31237	0.0005554721556000616
gnl|CDD|425701	31217	0.0005551165054700235
gnl|CDD|238372	31214	0.0005550631579505177
gnl|CDD|102368	31132	0.0005536049924173614
gnl|CDD|183036	31131	0.0005535872099108594
gnl|CDD|340425	31036	0.0005518978717931783
gnl|CDD|224687	31018	0.0005515777866761441
gnl|CDD|172914	30989	0.0005510620939875887
gnl|CDD|172917	30924	0.0005499062310649648
gnl|CDD|425453	30828	0.0005481991104407817
gnl|CDD|239245	30776	0.0005472744201026826
gnl|CDD|395237	30748	0.0005467765099206292
gnl|CDD|172847	30720	0.0005462785997385758
gnl|CDD|197392	30667	0.0005453361268939747
gnl|CDD|178985	30664	0.0005452827793744691
gnl|CDD|182985	30657	0.0005451583018289557
gnl|CDD|184683	30607	0.0005442691765038604
gnl|CDD|431016	30576	0.0005437179188023013
gnl|CDD|349425	30524	0.0005427932284642021
gnl|CDD|214636	30485	0.0005420997107106277
gnl|CDD|224848	30419	0.0005409260652815018
gnl|CDD|238089	30412	0.0005408015877359885
gnl|CDD|239512	30398	0.0005405526326449618
gnl|CDD|130122	30375	0.000540143634995418
gnl|CDD|240515	30360	0.0005398768973978894
gnl|CDD|340399	30360	0.0005398768973978894
gnl|CDD|179075	30358	0.0005398413323848856
gnl|CDD|395327	30133	0.0005358402684219565
gnl|CDD|430595	30108	0.0005353957057594088
gnl|CDD|172924	30056	0.0005344710154213097
gnl|CDD|172918	30038	0.0005341509303042754
gnl|CDD|273399	30017	0.0005337774976677354
gnl|CDD|180306	29976	0.0005330484149011572
gnl|CDD|436667	29862	0.0005310212091599398
gnl|CDD|223263	29849	0.0005307900365754151
gnl|CDD|176991	29768	0.0005293496535487606
gnl|CDD|172864	29711	0.0005283360506781519
gnl|CDD|130327	29693	0.0005280159655611176
gnl|CDD|349379	29681	0.0005278025754830947
gnl|CDD|223345	29654	0.0005273224478075432
gnl|CDD|433276	29483	0.0005242816391957171
gnl|CDD|425647	29362	0.0005221299559089864
gnl|CDD|349424	29348	0.0005218810008179597
gnl|CDD|234973	29337	0.0005216853932464388
gnl|CDD|426396	29137	0.0005181288919460575
gnl|CDD|197386	29106	0.0005175776342444983
gnl|CDD|425760	29101	0.0005174887217119888
gnl|CDD|427633	29096	0.0005173998091794793
gnl|CDD|434038	29053	0.0005166351613998972
gnl|CDD|396474	29034	0.000516297293776361
gnl|CDD|224583	29020	0.0005160483386853343
gnl|CDD|409779	28973	0.0005152125608797447
gnl|CDD|410187	28881	0.0005135765702815693
gnl|CDD|172920	28857	0.0005131497901255236
gnl|CDD|223898	28787	0.00051190501467039
gnl|CDD|223316	28673	0.0005098778089291727
gnl|CDD|409833	28637	0.000509237638695104
gnl|CDD|434010	28567	0.0005079928632399706
gnl|CDD|340413	28564	0.0005079395157204648
gnl|CDD|427868	28526	0.0005072637804733924
gnl|CDD|172903	28318	0.0005035650191209958
gnl|CDD|223709	28222	0.0005018578984968127
gnl|CDD|426859	28217	0.0005017689859643031
gnl|CDD|409882	28209	0.0005016267259122879
gnl|CDD|396090	28205	0.0005015555958862803
gnl|CDD|340419	28189	0.0005012710757822498
gnl|CDD|172906	28153	0.0005006309055481811
gnl|CDD|240190	28138	0.0005003641679506525
gnl|CDD|239271	28117	0.0004999907353141125
gnl|CDD|410020	28059	0.0004989593499370019
gnl|CDD|426052	28052	0.0004988348723914886
gnl|CDD|409697	28026	0.000498372527222439
gnl|CDD|226079	28004	0.000497981312079397
gnl|CDD|172923	27917	0.0004964342340137312
gnl|CDD|426271	27812	0.0004945670708310309
gnl|CDD|308001	27729	0.0004930911227913726
gnl|CDD|197394	27675	0.0004921308674402697
gnl|CDD|227340	27615	0.0004910639170501553
gnl|CDD|426162	27605	0.0004908860919851363
gnl|CDD|433251	27567	0.0004902103567380638
gnl|CDD|240197	27513	0.0004892501013869608
gnl|CDD|197390	27507	0.0004891434063479494
gnl|CDD|237712	27437	0.0004878986308928159
gnl|CDD|172916	27370	0.0004867072029571882
gnl|CDD|238008	27363	0.0004865827254116748
gnl|CDD|238272	27331	0.0004860136852036138
gnl|CDD|409832	27290	0.00048528460243703564
gnl|CDD|182475	27284	0.00048517790739802417
gnl|CDD|409847	27203	0.0004837375243713697
gnl|CDD|172554	27197	0.0004836308293323583
gnl|CDD|153140	27181	0.0004833463092283278
gnl|CDD|224672	27179	0.00048331074421532395
gnl|CDD|197393	27175	0.0004832396141893163
gnl|CDD|410188	27159	0.0004829550940852858
gnl|CDD|183328	27147	0.00048274170400726293
gnl|CDD|409848	27142	0.0004826527914747534
gnl|CDD|177037	27141	0.0004826350089682515
gnl|CDD|428231	27081	0.0004815680585781371
gnl|CDD|433231	27053	0.0004810701483960837
gnl|CDD|197603	27008	0.0004802699356034979
gnl|CDD|238274	27004	0.0004801988055774903
gnl|CDD|409769	26996	0.000480056545525475
gnl|CDD|426277	26984	0.00047984315544745214
gnl|CDD|409777	26965	0.00047950528782391593
gnl|CDD|197387	26930	0.00047888290009634915
gnl|CDD|409751	26902	0.00047838498991429576
gnl|CDD|410198	26884	0.00047806490479726147
gnl|CDD|238455	26876	0.0004779226447452462
gnl|CDD|224278	26852	0.00047749586458920045
gnl|CDD|409790	26839	0.00047726469200467565
gnl|CDD|214772	26838	0.00047724690949817373
gnl|CDD|409797	26837	0.00047722912699167187
gnl|CDD|409808	26813	0.0004768023468356261
gnl|CDD|188073	26785	0.0004763044366535727
gnl|CDD|240193	26775	0.0004761266115885536
gnl|CDD|409783	26761	0.00047587765649752695
gnl|CDD|409851	26749	0.00047566426641950407
gnl|CDD|153151	26739	0.000475486441354485
gnl|CDD|409884	26723	0.00047520192125045447
gnl|CDD|410021	26723	0.00047520192125045447
gnl|CDD|427310	26711	0.0004749885311724316
gnl|CDD|409826	26710	0.00047497074866592967
gnl|CDD|409881	26710	0.00047497074866592967
gnl|CDD|274228	26678	0.00047440170845786865
gnl|CDD|177071	26643	0.00047377932073030193
gnl|CDD|238456	26635	0.0004736370606782867
gnl|CDD|133458	26630	0.0004735481481457771
gnl|CDD|409883	26589	0.000472819065379199
gnl|CDD|409810	26566	0.0004724100677296551
gnl|CDD|409829	26559	0.00047228559018414176
gnl|CDD|397088	26509	0.00047139646485904645
gnl|CDD|409811	26495	0.00047114750976801973
gnl|CDD|409755	26475	0.0004707918596379816
gnl|CDD|410075	26456	0.0004704539920144454
gnl|CDD|197391	26449	0.00047032951446893204
gnl|CDD|153164	26429	0.0004699738643388939
gnl|CDD|409852	26374	0.000468995826481289
gnl|CDD|427508	26283	0.0004673776183896155
gnl|CDD|409814	26275	0.00046723535833760024
gnl|CDD|409739	26259	0.00046695083823356973
gnl|CDD|172556	26216	0.00046618619045398776
gnl|CDD|349422	26211	0.0004660972779214782
gnl|CDD|426195	26200	0.00046590167034995725
gnl|CDD|172901	26165	0.0004652792826223905
gnl|CDD|409841	26133	0.0004647102424143295
gnl|CDD|409789	26040	0.00046305646930965217
gnl|CDD|197388	25981	0.0004620073014260397
gnl|CDD|239918	25979	0.00046197173641303584
gnl|CDD|433092	25951	0.00046147382623098245
gnl|CDD|409791	25942	0.0004613137836724653
gnl|CDD|409816	25929	0.00046108261108794053
gnl|CDD|409788	25926	0.00046102926356843477
gnl|CDD|409827	25906	0.00046067361343839664
gnl|CDD|178692	25871	0.0004600512257108299
gnl|CDD|426721	25870	0.000460033443204328
gnl|CDD|409678	25861	0.0004598734006458108
gnl|CDD|427657	25800	0.00045878866774919455
gnl|CDD|409726	25743	0.00045777506487858585
gnl|CDD|129184	25709	0.000457170459657521
gnl|CDD|409747	25699	0.00045699263459250195
gnl|CDD|409806	25666	0.000456405811877939
gnl|CDD|427543	25660	0.0004562991168389276
gnl|CDD|409715	25628	0.0004557300766308666
gnl|CDD|398609	25624	0.00045565894660485896
gnl|CDD|411375	25560	0.0004545208661887369
gnl|CDD|274692	25554	0.00045441417114972546
gnl|CDD|396497	25538	0.00045412965104569495
gnl|CDD|410162	25521	0.0004538273484351625
gnl|CDD|197651	25514	0.0004537028708896492
gnl|CDD|426994	25469	0.00045290265809706337
gnl|CDD|225583	25443	0.0004524403129280138
gnl|CDD|340401	25414	0.0004519246202394585
gnl|CDD|432797	25399	0.0004516578826419299
gnl|CDD|410163	25380	0.0004513200150183937
gnl|CDD|409767	25332	0.0004504664547063022
gnl|CDD|184654	25302	0.00044993297951124496
gnl|CDD|224898	25266	0.0004492928092771763
gnl|CDD|410072	25260	0.0004491861142381649
gnl|CDD|410033	25254	0.00044907941919915343
gnl|CDD|410026	25160	0.0004474078635879742
gnl|CDD|425666	25142	0.0004470877784709399
gnl|CDD|238038	25141	0.00044706999596443795
gnl|CDD|225511	25089	0.0004461453056263388
gnl|CDD|409673	25012	0.000444776052625692
gnl|CDD|271213	24996	0.0004444915325216615
gnl|CDD|340392	24985	0.0004442959249501405
gnl|CDD|410164	24985	0.0004442959249501405
gnl|CDD|409805	24950	0.0004436735372225738
gnl|CDD|410189	24935	0.0004434067996250452
gnl|CDD|409800	24915	0.00044305114949500706
gnl|CDD|409982	24882	0.0004424643267804441
gnl|CDD|410031	24874	0.00044232206672842886
gnl|CDD|119328	24873	0.00044230428422192694
gnl|CDD|409771	24872	0.0004422865017154251
gnl|CDD|240804	24862	0.000442108676650406
gnl|CDD|409773	24860	0.0004420731116374022
gnl|CDD|428229	24834	0.0004416107664683526
gnl|CDD|241093	24745	0.0004400281233896829
gnl|CDD|410019	24740	0.0004399392108571734
gnl|CDD|235567	24734	0.0004398325158181619
gnl|CDD|410030	24718	0.0004395479957141314
gnl|CDD|425426	24705	0.0004393168231296066
gnl|CDD|223375	24702	0.0004392634756101009
gnl|CDD|410184	24653	0.00043839213279150746
gnl|CDD|409774	24560	0.00043673835968683017
gnl|CDD|240758	24542	0.0004364182745697958
gnl|CDD|409981	24518	0.00043599149441375006
gnl|CDD|429881	24517	0.00043597371190724814
gnl|CDD|396422	24505	0.00043576032182922526
gnl|CDD|425720	24500	0.0004356714092967157
gnl|CDD|429262	24469	0.0004351201515951566
