1	136932506
2	54272554
3	28490429
4	17301023
5	11409434
6	7970063
7	5805934
8	4361731
9	3366130
10	2651899
11	2128316
12	1729357
13	1424461
14	1186563
15	998886
16	848673
17	724173
18	624170
19	540987
20	472399
21	414321
22	364208
23	321822
24	285867
25	254952
26	229494
27	205094
28	185279
29	167610
30	151818
31	138131
32	125684
33	114675
34	104977
35	96775
36	88973
37	82218
38	74727
39	69771
40	64938
41	59859
42	55401
43	51947
44	48265
45	45070
46	42141
47	39341
48	37123
49	34484
50	32354
51	30422
52	28730
53	27254
54	25300
55	24176
56	22668
57	21510
58	20194
59	19190
60	18136
61	17244
62	16334
63	15592
64	14846
65	14029
66	13355
67	12742
68	12165
69	11619
70	11402
71	10643
72	10118
73	9902
74	9291
75	8792
76	8627
77	8064
78	7722
79	7467
80	7230
81	6783
82	6663
83	6491
84	6150
85	6011
86	5547
87	5576
88	5270
89	4913
90	4914
91	4697
92	4435
93	4394
94	4137
95	4092
96	3898
97	3787
98	3641
99	3553
100	3416
101	3331
102	3180
103	3130
104	3012
105	2965
106	2929
107	2654
108	2693
109	2522
110	2450
111	2429
112	2314
113	2323
114	2222
115	2133
116	2117
117	2087
118	2005
119	1903
120	1815
121	1823
122	1748
123	1706
124	1659
125	1671
126	1621
127	1438
128	1525
129	1412
130	1444
131	1358
132	1341
133	1295
134	1333
135	1307
136	1216
137	1215
138	1125
139	1105
140	1081
141	1061
142	1077
143	1057
144	1037
145	960
146	945
147	924
148	871
149	840
150	857
151	830
152	811
153	816
154	765
155	775
156	751
157	745
158	688
159	700
160	659
161	655
162	610
163	660
164	609
165	608
166	625
167	577
168	578
169	532
170	539
171	550
172	560
173	490
174	501
175	476
176	539
177	469
178	439
179	431
180	454
181	415
182	440
183	407
184	383
185	394
186	369
187	406
188	379
189	355
190	378
191	382
192	341
193	367
194	313
195	328
196	362
197	321
198	330
199	331
200	332
201	293
202	263
203	285
204	294
205	276
206	314
207	268
208	285
209	296
210	223
211	251
212	251
213	265
214	235
215	251
216	239
217	238
218	253
219	227
220	198
221	238
222	215
223	246
224	204
225	179
226	217
227	208
228	188
229	162
230	180
231	201
232	164
233	186
234	200
235	169
236	170
237	150
238	179
239	145
240	164
241	176
242	156
243	161
244	154
245	147
246	121
247	139
248	146
249	114
250	138
251	166
252	119
253	145
254	145
255	121
256	134
257	131
258	104
259	118
260	127
261	111
262	110
263	110
264	116
265	135
266	88
267	99
268	92
269	122
270	97
271	103
272	99
273	88
274	83
275	90
276	104
277	101
278	109
279	84
280	76
281	90
282	69
283	90
284	94
285	92
286	90
287	86
288	87
289	78
290	89
291	82
292	75
293	84
294	78
295	75
296	80
297	62
298	57
299	74
300	74
301	70
302	65
303	61
304	66
305	81
306	58
307	56
308	68
309	62
310	52
311	68
312	59
313	56
314	63
315	75
316	70
317	64
318	44
319	54
320	57
321	45
322	52
323	50
324	35
325	37
326	47
327	54
328	43
329	47
330	50
331	51
332	53
333	51
334	42
335	45
336	54
337	53
338	35
339	49
340	45
341	49
342	42
343	36
344	39
345	32
346	35
347	39
348	38
349	30
350	42
351	35
352	40
353	41
354	26
355	40
356	35
357	30
358	40
359	39
360	38
361	35
362	38
363	29
364	31
365	27
366	34
367	33
368	34
369	22
370	40
371	34
372	31
373	22
374	31
375	18
376	27
377	31
378	30
379	30
380	38
381	29
382	29
383	36
384	24
385	22
386	29
387	32
388	26
389	30
390	24
391	15
392	23
393	21
394	31
395	18
396	34
397	18
398	20
399	37
400	29
401	17
402	35
403	17
404	31
405	22
406	32
407	17
408	23
409	11
410	25
411	20
412	24
413	18
414	21
415	22
416	9
417	21
418	24
419	16
420	18
421	24
422	15
423	14
424	25
425	16
426	19
427	16
428	14
429	14
430	15
431	22
432	21
433	23
434	15
435	21
436	16
437	16
438	21
439	16
440	14
441	23
442	11
443	14
444	14
445	20
446	17
447	14
448	14
449	9
450	14
451	17
452	16
453	11
454	14
455	16
456	10
457	15
458	16
459	15
460	11
461	15
462	7
463	18
464	9
465	19
466	12
467	9
468	12
469	8
470	21
471	18
472	12
473	11
474	16
475	15
476	15
477	18
478	7
479	11
480	10
481	9
482	10
483	8
484	5
485	13
486	17
487	18
488	3
489	8
490	7
491	7
492	24
493	13
494	5
495	13
496	11
497	14
498	12
499	6
500	11
501	13
502	10
503	6
504	14
505	13
506	10
507	11
508	12
509	8
510	5
511	13
512	13
513	9
514	11
515	12
516	5
517	8
518	4
519	11
520	3
521	15
522	11
523	5
524	5
525	8
526	15
527	5
528	11
529	8
530	3
531	11
532	5
533	3
534	10
535	8
536	4
537	7
538	9
539	6
540	10
541	6
542	8
543	4
544	5
545	9
546	6
547	7
548	8
549	6
550	5
551	3
552	6
553	11
554	5
555	6
556	7
557	10
558	5
559	6
560	4
561	3
563	3
564	5
565	13
566	16
567	4
568	3
569	10
570	5
571	5
572	1
573	8
574	6
575	11
576	4
577	6
578	6
579	1
580	5
581	5
582	5
583	8
584	7
585	4
586	7
587	8
588	5
589	7
590	6
591	7
592	5
593	2
594	8
595	7
596	3
597	5
598	7
599	1
600	7
601	5
602	1
603	3
604	3
605	6
606	4
607	5
608	4
609	1
610	2
611	3
612	3
613	2
614	5
615	5
616	5
617	3
618	6
619	5
620	3
621	2
622	5
623	3
624	6
625	5
626	6
627	5
628	7
629	3
630	4
631	5
632	5
633	5
634	4
635	3
636	1
637	5
638	2
639	6
640	4
641	3
642	1
643	9
644	4
645	5
646	9
647	3
648	4
649	4
650	3
651	4
652	7
653	10
654	1
655	3
656	4
657	5
658	4
659	5
660	1
661	5
662	4
663	8
664	6
665	6
666	1
667	6
668	1
669	5
670	4
671	2
672	4
673	3
674	3
675	2
676	1
677	2
678	5
679	6
680	4
681	3
682	1
683	2
684	5
685	5
686	2
687	3
688	2
689	2
690	4
691	3
692	3
693	5
694	4
695	4
696	3
697	4
698	4
699	4
700	3
701	1
702	2
703	2
704	1
705	2
707	3
708	1
709	1
710	4
711	2
712	1
713	1
714	3
715	3
717	5
718	5
719	2
720	1
721	1
722	4
723	2
724	4
725	2
726	5
727	6
728	3
729	7
730	2
731	3
732	1
733	6
734	4
735	2
737	4
738	2
739	1
740	1
741	2
742	2
743	4
744	2
745	4
746	2
747	3
748	1
749	3
750	5
751	2
752	2
753	3
754	2
755	4
756	2
757	1
759	1
760	3
761	2
762	3
763	2
764	2
765	1
767	1
768	2
769	3
770	2
771	2
773	2
774	1
775	1
776	2
778	4
779	3
780	2
782	4
783	1
785	2
786	3
787	4
788	1
790	1
791	2
792	2
793	4
795	3
796	2
797	3
799	3
802	3
803	2
804	1
805	3
807	2
808	3
809	3
810	3
811	1
812	2
813	1
814	1
815	4
816	1
817	1
818	2
819	1
820	1
821	1
822	2
824	2
825	2
827	2
828	1
829	1
830	1
831	2
832	2
833	2
834	2
835	2
837	1
838	3
839	3
840	1
841	3
842	2
843	1
845	1
846	1
848	2
851	2
852	3
854	1
856	1
857	1
859	1
860	1
861	3
862	2
863	2
866	1
867	2
868	1
869	1
870	3
871	2
874	1
875	1
876	1
879	4
880	3
881	1
884	2
885	1
886	2
888	2
890	1
891	2
893	1
895	1
896	1
897	1
900	1
901	1
902	1
903	1
904	1
905	1
909	2
911	3
912	1
913	1
918	1
919	1
922	1
924	1
925	2
927	1
928	2
929	1
930	3
933	1
934	1
935	2
939	2
944	1
945	4
947	1
948	1
949	1
952	1
953	1
954	1
956	2
959	1
960	1
962	2
964	1
965	1
967	2
968	1
969	2
972	1
975	1
977	1
980	1
985	3
986	1
988	1
989	1
990	1
991	1
993	2
995	2
996	1
998	1
1000	2
1001	1
1003	1
1006	1
1007	2
1008	1
1010	2
1011	1
1012	1
1014	1
1017	3
1018	1
1023	1
1025	1
1029	1
1030	1
1033	1
1034	2
1035	1
1036	1
1037	1
1038	1
1039	1
1042	1
1043	2
1050	1
1051	1
1055	1
1056	1
1059	4
1060	1
1061	1
1063	1
1064	1
1068	1
1074	1
1084	2
1089	1
1091	1
1095	1
1105	1
1109	1
1111	2
1112	1
1114	3
1115	1
1116	1
1121	3
1125	1
1127	1
1128	1
1129	1
1130	1
1132	1
1133	2
1148	1
1150	1
1157	1
1167	1
1179	1
1183	1
1189	1
1190	1
1193	1
1195	1
1200	1
1201	1
1203	1
1210	1
1211	1
1213	1
1219	1
1220	1
1225	1
1226	1
1227	1
1232	1
1239	1
1240	2
1241	1
1248	1
1249	1
1252	1
1260	1
1262	1
1264	1
1266	1
1267	1
1273	1
1274	1
1283	1
1290	1
1302	2
1304	1
1323	1
1333	1
1342	1
1347	1
1350	1
1354	1
1369	1
1376	1
1389	1
1390	1
1392	1
1397	1
1414	1
1418	1
1425	1
1428	1
1431	2
1435	1
1437	2
1446	1
1454	1
1467	1
1478	1
1481	1
1483	1
1500	1
1509	1
1514	1
1529	1
1531	1
1533	1
1543	1
1572	1
1575	1
1593	1
1600	1
1608	1
1620	1
1621	1
1645	1
1655	1
1669	1
1679	1
1680	1
1683	1
1693	1
1706	1
1711	1
1713	1
1714	1
1748	2
1756	1
1766	1
1767	1
1769	1
1777	1
1797	1
1812	1
1817	1
1894	1
1911	1
1912	1
1960	1
1962	1
1987	1
1990	1
1997	1
2026	1
2038	1
2135	1
2196	1
2204	1
2209	1
2244	1
2475	1
2505	1
2584	1
2670	1
2850	1
3309	1
3460	1
4296	1
4577	1
