9	377
10	988
11	1926
12	3655
13	5890
14	9589
15	14492
16	22336
17	32352
18	44044
19	61447
20	82960
21	107670
22	139886
23	181898
24	234285
25	286298
26	363981
27	471063
28	586325
29	756857
30	917419
31	1135486
32	1346596
33	1554115
34	1791448
35	2023977
36	2330712
37	2568244
38	2822422
39	3186832
40	5184273
41	5819463
42	6285670
43	6776970
44	7289342
45	7905210
46	8364664
47	8686135
48	9130885
49	9636842
50	10679484
51	11135400
52	11665706
53	12110174
54	12744240
55	13136219
56	13644052
57	14141870
58	14428730
59	14837362
60	15964922
61	16308079
62	16652966
63	17065724
64	17394805
65	17857064
66	18148379
67	18513156
68	18379689
69	18496697
70	19221255
71	19362933
72	19633499
73	19598952
74	19523030
75	19635836
76	19667967
77	19684686
78	19730156
79	19636951
80	20164036
81	20093225
82	19918073
83	19967473
84	20050903
85	19861153
86	19413510
87	19131119
88	18939021
89	18928568
90	18739250
91	18401194
92	18027053
93	17787661
94	17113086
95	17020389
96	16709261
97	16259264
98	15881541
99	15399709
