20	8
21	1
22	5
23	27
24	59
25	79
26	149
27	336
28	641
29	1420
30	2663
31	4247
32	6068
33	8380
34	10194
35	13122
36	15176
37	23565
38	22073
39	24071
40	59745
41	69326
42	82609
43	90222
44	106732
45	113806
46	125517
47	132782
48	146637
49	174250
50	233571
51	253849
52	273280
53	284853
54	324693
55	335512
56	361610
57	367827
58	401764
59	427439
60	538589
61	592646
62	584987
63	625927
64	654404
65	694330
66	705419
67	743076
68	736224
69	745333
70	843839
71	858039
72	920816
73	920349
74	913171
75	940467
76	955728
77	940230
78	972095
79	975479
80	1090467
81	1112342
82	1088675
83	1106554
84	1155290
85	1145822
86	1135692
87	1145389
88	1147772
89	1204676
90	1250606
91	1234729
92	1224261
93	1217707
94	1163344
95	1212412
96	1200045
97	1172955
98	1132617
99	1117103
