accession	arc_trans_count	arc_trans_all	bac_trans_count	bac_trans_all	arc_trans_proportion	bac_trans_proportion	fold change	arc_p_fisher	arc_p_chi2
COG4042	15.0	11347	0.0	455582	0.0013219353132986693	0.0	inf	6.032957825949737e-25	3.376857959672968e-124
COG3478	14.0	11347	4.0	455582	0.0012338062924120913	8.779978137854436e-06	140.52498457742135	6.939756785155535e-20	6.0510379616528515e-89
COG3350	14.0	11347	1766.0	455582	0.0012338062924120913	0.003876360347862734	0.31828988579257383	2.8569883534752743e-07	9.212875808554447e-06
COG3432	13.0	11347	5.0	455582	0.0011456772715255133	1.0974972672318046e-05	104.38998854322729	7.828241275788962e-18	3.9817474707243117e-76
COG3377	13.0	11347	23.0	455582	0.0011456772715255133	5.048487429266301e-05	22.6934757702668	1.4015648521562926e-12	2.6122313763753966e-36
COG5510	12.0	11347	8398.0	455582	0.0010575482506389353	0.01843356410042539	0.05737079627561174	7.176685894412466e-72	8.636337670474746e-43
COG2261	11.0	11347	47736.0	455582	0.0009694192297523574	0.10478025909715485	0.00925192625123677	0.0	2.3403827532201565e-284
COG2314	10.0	11347	460.0	455582	0.0008812902088657794	0.0010096974858532601	0.8728259911641078	0.8801146068897633	0.7823800718365741
COG1873	10.0	11347	33.0	455582	0.0008812902088657794	7.24348196372991e-05	12.166665331378471	6.58302195440088e-08	5.573446542405788e-17
COG1977	9.0	11347	882.0	455582	0.0007931611879792016	0.0019359851793969032	0.40969383258723424	0.0031173650520402068	0.008133472527506022
COG4744	9.0	11347	108.0	455582	0.0007931611879792016	0.0002370594097220698	3.3458329661290795	0.0023121443266616677	0.0006820796374955304
COG1588	9.0	11347	0.0	455582	0.0007931611879792016	0.0	inf	2.9466404100618163e-15	7.257946293129007e-72
COG1742	9.0	11347	158.0	455582	0.0007931611879792016	0.00034680913644525023	2.2870250654553206	0.0216214101939825	0.025581281134337056
COG1911	9.0	11347	5.0	455582	0.0007931611879792016	1.0974972672318046e-05	72.26999206838812	5.28239402369865e-12	1.55743371021684e-45
COG1753	8.0	11347	1.0	455582	0.0007050321670926236	2.194994534463609e-06	321.19996474839166	1.0684662613297523e-12	5.658319084581826e-56
COG4035	7.0	11347	0.0	455582	0.0006169031462060457	0.0	inf	4.9960534343506405e-12	1.9377659889889344e-54
COG2104	7.0	11347	718.0	455582	0.0006169031462060457	0.0015760060757448713	0.391434497430143	0.007350717715907552	0.014591434782547685
COG1552	6.0	11347	4.0	455582	0.0005287741253194677	8.779978137854436e-06	60.224993390323434	3.9711541673274615e-08	3.589741283228578e-27
COG3630	6.0	11347	2766.0	455582	0.0005287741253194677	0.006071354882326343	0.08709326592960727	5.760649972878706e-22	5.0848183670527886e-14
COG1644	6.0	11347	14.0	455582	0.0005287741253194677	3.072992348249053e-05	17.207140968663836	5.94378573818835e-06	3.3084749822952256e-13
COG5466	6.0	11347	96.0	455582	0.0005287741253194677	0.00021071947530850647	2.50937472459681	0.03857934595645941	0.052021463271927824
COG1278	6.0	11347	187.0	455582	0.0005287741253194677	0.0004104639779446949	1.288235152734191	0.4790741274246578	0.7049476257838885
COG1758	6.0	11347	12.0	455582	0.0005287741253194677	2.633993441356331e-05	20.07499779677448	2.9683888825014087e-06	9.229365315711709e-15
COG0298	6.0	11347	67.0	455582	0.0005287741253194677	0.00014706463380906182	3.5955219934521447	0.008747791799932217	0.004621124031604068
COG3466	6.0	11347	0.0	455582	0.0005287741253194677	0.0	inf	2.0569370054126623e-10	9.780336428478776e-46
COG2770	6.0	11347	816.0	455582	0.0005287741253194677	0.0017911155401223052	0.29522055583491874	0.0003979124351852854	0.0022498721113646545
COG4392	6.0	11347	1403.0	455582	0.0005287741253194677	0.0030795773318524435	0.17170347367162775	5.773735535285402e-09	1.5347233304907696e-06
COG3830	6.0	11347	240.0	455582	0.0005287741253194677	0.0005267986882712662	1.0037498898387238	1.0	1.0
COG4541	5.0	11347	636.0	455582	0.0004406451044328897	0.0013960165239188555	0.3156446194461396	0.0029784829758487084	0.009691942301128288
COG1436	5.0	11347	13.0	455582	0.0004406451044328897	2.853492894802692e-05	15.44230599751883	5.566951200546638e-05	5.012430512113492e-10
COG3414	5.0	11347	1905.0	455582	0.0004406451044328897	0.004181464588153176	0.1053805658623332	1.4854379396782588e-14	1.1122544738795656e-09
COG4575	5.0	11347	1845.0	455582	0.0004406451044328897	0.004049764916085359	0.10880757613427902	6.145898370756954e-14	2.380900919277145e-09
COG3585	5.0	11347	126.0	455582	0.0004406451044328897	0.00027656931134241474	1.5932537933947999	0.25445294155008313	0.4550005457861799
COG2608	4.0	11347	5807.0	455582	0.0003525160835463118	0.012746333261630178	0.02765627387191249	1.3888928104625633e-55	1.0035801236516121e-31
COG2075	4.0	11347	1.0	455582	0.0003525160835463118	2.194994534463609e-06	160.59998237419583	1.7090052849281238e-06	9.974613545769473e-23
COG2142	4.0	11347	274.0	455582	0.0003525160835463118	0.0006014285024430289	0.5861313225335614	0.4306453260804313	0.37946673492640803
COG1254	3.0	11347	394.0	455582	0.00026438706265973383	0.000864827846578662	0.30571062634681945	0.021966635538390622	0.04500750295070476
COG0239	3.0	11347	45.0	455582	0.00026438706265973383	9.877475405086241e-05	2.6766663729032634	0.1111140888967704	0.211274958173163
COG1918	3.0	11347	1555.0	455582	0.00026438706265973383	0.0034132165010909124	0.07745979857276325	3.871361977814381e-13	1.4881179373663202e-08
COG3668	3.0	11347	495.0	455582	0.00026438706265973383	0.0010865222945594865	0.2433333066275694	0.003346304426185877	0.012257289584647418
COG1773	3.0	11347	783.0	455582	0.00026438706265973383	0.001718680720485006	0.15383140074156687	1.2305067924010327e-05	0.00029821532074883174
COG2835	3.0	11347	197.0	455582	0.00026438706265973383	0.000432413923289331	0.6114212526936389	0.6409597963603928	0.5321132065738424
COG3197	3.0	11347	12817.0	455582	0.00026438706265973383	0.02813324494822008	0.009397673931547699	1.518554421286604e-132	8.853541264929189e-72
COG2827	3.0	11347	382.0	455582	0.00026438706265973383	0.0008384879121650987	0.31531410152001793	0.029938167210575305	0.0525012231172881
COG0401	3.0	11347	3683.0	455582	0.00026438706265973383	0.008084164870429473	0.03270431354348272	7.489861932973881e-35	2.381068402056935e-20
COG3152	3.0	11347	155.0	455582	0.00026438706265973383	0.0003402241528418594	0.7770966889073991	1.0	0.8606939551421376
COG2012	3.0	11347	0.0	455582	0.00026438706265973383	0.0	inf	1.434757755415103e-05	9.009913645417268e-20
COG1476	2.0	11347	958.0	455582	0.0001762580417731559	0.0021028047640161375	0.0838204500909164	4.032683399621966e-08	1.2406759395351172e-05
COG3360	2.0	11347	39.0	455582	0.0001762580417731559	8.560478684408075e-05	2.0589741330025104	0.2628644895704142	0.6094681277434456
COG0393	2.0	11347	33.0	455582	0.0001762580417731559	7.24348196372991e-05	2.433333066275694	0.20878487470015067	0.4758786912809112
COG2412	2.0	11347	0.0	455582	0.0001762580417731559	0.0	inf	0.0005905043053848953	2.6468919844629464e-11
COG3369	2.0	11347	8.0	455582	0.0001762580417731559	1.7559956275708873e-05	10.03749889838724	0.023340554374670763	0.009838857035355137
COG2929	2.0	11347	621.0	455582	0.0001762580417731559	0.0013630916059019012	0.12930755424653448	6.620997777924853e-05	0.000998776297554323
COG1687	2.0	11347	783.0	455582	0.0001762580417731559	0.001718680720485006	0.10255426716104457	2.015228824132102e-06	0.000120311411582892
COG3357	2.0	11347	6.0	455582	0.0001762580417731559	1.3169967206781655e-05	13.383331864516318	0.014998524441180147	0.0027199956187583686
COG2863	2.0	11347	2308.0	455582	0.0001762580417731559	0.00506604738554201	0.03479202391122093	5.425800049489572e-22	3.721384714315798e-13
COG2139	2.0	11347	0.0	455582	0.0001762580417731559	0.0	inf	0.0005905043053848953	2.6468919844629464e-11
COG5131	2.0	11347	4.0	455582	0.0001762580417731559	8.779978137854436e-06	20.07499779677448	0.008299145169817645	0.0003302588186793671
COG3815	2.0	11347	15.0	455582	0.0001762580417731559	3.292491801695414e-05	5.353332745806527	0.06308727554976677	0.08690595355605447
COG0640	2.0	11347	167.0	455582	0.0001762580417731559	0.0003665640872554227	0.4808382705814246	0.44920043691007466	0.4220359508327516
COG1358	2.0	11347	14.0	455582	0.0001762580417731559	3.072992348249053e-05	5.73571365622128	0.056554403441623706	0.07121710093430764
COG4327	2.0	11347	3728.0	455582	0.0001762580417731559	0.008182939624480336	0.021539697206839566	9.712418787817688e-37	4.943654226066103e-21
COG1872	2.0	11347	39.0	455582	0.0001762580417731559	8.560478684408075e-05	2.0589741330025104	0.2628644895704142	0.6094681277434456
COG3296	2.0	11347	167.0	455582	0.0001762580417731559	0.0003665640872554227	0.4808382705814246	0.44920043691007466	0.4220359508327516
COG1144	1.0	11347	59.0	455582	8.812902088657794e-05	0.00012950467753335295	0.6805083998906601	1.0	1.0
COG4888	1.0	11347	0.0	455582	8.812902088657794e-05	0.0	inf	0.02430133917597112	0.002006318523709146
COG4545	1.0	11347	24.0	455582	8.812902088657794e-05	5.267986882712662e-05	1.6729164830645398	0.45938788650514256	1.0
COG4919	1.0	11347	1.0	455582	8.812902088657794e-05	2.194994534463609e-06	40.14999559354896	0.04801217404923659	0.03818443029344783
COG2126	1.0	11347	0.0	455582	8.812902088657794e-05	0.0	inf	0.02430133917597112	0.002006318523709146
COG2174	1.0	11347	0.0	455582	8.812902088657794e-05	0.0	inf	0.02430133917597112	0.002006318523709146
COG3422	1.0	11347	50.0	455582	8.812902088657794e-05	0.00010974972672318046	0.8029999118709791	1.0	1.0
COG2167	1.0	11347	0.0	455582	8.812902088657794e-05	0.0	inf	0.02430133917597112	0.002006318523709146
COG0599	1.0	11347	1.0	455582	8.812902088657794e-05	2.194994534463609e-06	40.14999559354896	0.04801217404923659	0.03818443029344783
COG3339	1.0	11347	45.0	455582	8.812902088657794e-05	9.877475405086241e-05	0.8922221243010878	1.0	1.0
COG3277	1.0	11347	0.0	455582	8.812902088657794e-05	0.0	inf	0.02430133917597112	0.002006318523709146
COG0607	1.0	11347	35.0	455582	8.812902088657794e-05	7.682480870622632e-05	1.147142731244256	0.5875693568338191	1.0
COG5272	1.0	11347	21.0	455582	8.812902088657794e-05	4.6094885223735795e-05	1.9119045520737596	0.4179768695085227	1.0
COG1532	1.0	11347	3.0	455582	8.812902088657794e-05	6.584983603390827e-06	13.383331864516318	0.09371937260827232	0.19089900254758138
COG0828	1.0	11347	26.0	455582	8.812902088657794e-05	5.706985789605384e-05	1.5442305997518828	0.4853452220958946	1.0
COG4855	1.0	11347	4.0	455582	8.812902088657794e-05	8.779978137854436e-06	10.03749889838724	0.11574339419663578	0.2716523113395515
COG1997	1.0	11347	0.0	455582	8.812902088657794e-05	0.0	inf	0.02430133917597112	0.002006318523709146
COG3162	1.0	11347	874.0	455582	8.812902088657794e-05	0.0019184252231211943	0.04593821006126883	1.721281998280477e-08	1.4049815375880908e-05
COG2892	1.0	11347	0.0	455582	8.812902088657794e-05	0.0	inf	0.02430133917597112	0.002006318523709146
COG1669	1.0	11347	303.0	455582	8.812902088657794e-05	0.0006650833439424736	0.1325082362823398	0.00837554293431107	0.028259433564856547
COG1958	1.0	11347	3.0	455582	8.812902088657794e-05	6.584983603390827e-06	13.383331864516318	0.09371937260827232	0.19089900254758138
COG0316	1.0	11347	45.0	455582	8.812902088657794e-05	9.877475405086241e-05	0.8922221243010878	1.0	1.0
COG2092	1.0	11347	0.0	455582	8.812902088657794e-05	0.0	inf	0.02430133917597112	0.002006318523709146
COG2880	1.0	11347	0.0	455582	8.812902088657794e-05	0.0	inf	0.02430133917597112	0.002006318523709146
COG1534	1.0	11347	84.0	455582	8.812902088657794e-05	0.00018437954089494318	0.4779761380184399	0.7263656006179697	0.6902962755726421
COG1965	1.0	11347	0.0	455582	8.812902088657794e-05	0.0	inf	0.02430133917597112	0.002006318523709146
COG5606	1.0	11347	17.0	455582	8.812902088657794e-05	3.731490708588136e-05	2.36176444667935	0.3577868176018762	0.9236898023221887
COG1343	1.0	11347	9.0	455582	8.812902088657794e-05	1.9754950810172482e-05	4.46111062150544	0.2180912978173372	0.5976611029995418
COG4272	1.0	11347	61.0	455582	8.812902088657794e-05	0.00013389466660228017	0.658196649074573	1.0	0.9956018378807585
COG0762	1.0	11347	12979.0	455582	8.812902088657794e-05	0.028488834062803184	0.0030934583244894794	1.1877101117750345e-138	1.3139589697625455e-73
COG3269	1.0	11347	0.0	455582	8.812902088657794e-05	0.0	inf	0.02430133917597112	0.002006318523709146
COG4828	1.0	11347	39.0	455582	8.812902088657794e-05	8.560478684408075e-05	1.0294870665012552	0.6262249692320817	1.0
COG2456	1.0	11347	9.0	455582	8.812902088657794e-05	1.9754950810172482e-05	4.46111062150544	0.2180912978173372	0.5976611029995418
COG3293	1.0	11347	14.0	455582	8.812902088657794e-05	3.072992348249053e-05	2.86785682811064	0.3085939090451379	0.8202865445251489
COG4980	1.0	11347	1378.0	455582	8.812902088657794e-05	0.0030247024684908535	0.029136426410412884	1.2452800971821966e-13	2.06428198489812e-08
COG0425	1.0	11347	132.0	455582	8.812902088657794e-05	0.0002897392785491964	0.30416663328446175	0.38692481350641683	0.32930864663816956
COG2337	1.0	11347	63.0	455582	8.812902088657794e-05	0.00013828465567120737	0.63730151735792	1.0	0.9642007474078393
COG0185	1.0	11347	20.0	455582	8.812902088657794e-05	4.389989068927218e-05	2.0074997796774476	0.40347998226608434	1.0
COG4537	1.0	11347	321.0	455582	8.812902088657794e-05	0.0007045932455628186	0.12507786789267586	0.005887025467277577	0.02202862415292537
COG2919	1.0	11347	2153.0	455582	8.812902088657794e-05	0.0047258232327001505	0.01864839553810913	9.514984098373732e-22	9.956181439408278e-13
COG2002	1.0	11347	13.0	455582	8.812902088657794e-05	2.853492894802692e-05	3.0884611995037656	0.2913728028380769	0.7815274603984248
COG1598	1.0	11347	126.0	455582	8.812902088657794e-05	0.00027656931134241474	0.31865075867896	0.38043899481677107	0.36058946264765557
COG2442	1.0	11347	434.0	455582	8.812902088657794e-05	0.0009526276279572064	0.09251151058421418	0.00048009473905531784	0.004716030209327584
COG1369	1.0	11347	0.0	455582	8.812902088657794e-05	0.0	inf	0.02430133917597112	0.002006318523709146
COG2036	1.0	11347	1.0	455582	8.812902088657794e-05	2.194994534463609e-06	40.14999559354896	0.04801217404923659	0.03818443029344783
COG4009	1.0	11347	0.0	455582	8.812902088657794e-05	0.0	inf	0.02430133917597112	0.002006318523709146
COG1987	0.0	11347	24633.0	455582	0.0	0.054069300367442084	0.0	6.845286385464184e-271	1.218742125729725e-142
COG4794	0.0	11347	19919.0	455582	0.0	0.04372209613198063	0.0	5.46632857695908e-218	1.7628862758753254e-114
COG0690	0.0	11347	16813.0	455582	0.0	0.03690444310793666	0.0	2.447865949008828e-183	3.057058273152434e-96
COG1314	0.0	11347	11148.0	455582	0.0	0.024469799070200315	0.0	6.550695056076958e-121	1.3628709892736737e-63
COG3242	0.0	11347	9615.0	455582	0.0	0.021104872448867603	0.0	2.516543804447598e-104	6.899934620802606e-55
COG1862	0.0	11347	9060.0	455582	0.0	0.0198866504822403	0.0	3.0887577605831485e-98	9.486185556763898e-52
COG4736	0.0	11347	5985.0	455582	0.0	0.013137042288764701	0.0	8.075085060831274e-65	1.7643672205856633e-34
COG5546	0.0	11347	3764.0	455582	0.0	0.008261959427721025	0.0	7.189999391650562e-41	4.1034520272518004e-22
COG3114	0.0	11347	3674.0	455582	0.0	0.0080644099196193	0.0	7.176955184536643e-40	1.2970002670120481e-21
COG5454	0.0	11347	3246.0	455582	0.0	0.0071249522588688755	0.0	3.1714976233534286e-35	3.0828307934737014e-19
COG5268	0.0	11347	2739.0	455582	0.0	0.006012090029895826	0.0	9.112256366248949e-30	2.0081297059324964e-16
COG0759	0.0	11347	2538.0	455582	0.0	0.00557089612846864	0.0	1.2667682868887746e-27	2.6213698420699e-15
COG4890	0.0	11347	2056.0	455582	0.0	0.004512908762857181	0.0	1.6114849567377892e-22	1.2474637452043075e-12
COG5477	0.0	11347	1823.0	455582	0.0	0.004001475036327159	0.0	4.790998579013868e-20	2.4673256004754918e-11
COG3763	0.0	11347	1739.0	455582	0.0	0.0038170954954322165	0.0	4.831737725578335e-19	7.24440816740916e-11
COG2771	0.0	11347	1343.0	455582	0.0	0.0029478776597846273	0.0	9.717052159820574e-15	1.1760462512941445e-08
COG4298	0.0	11347	1332.0	455582	0.0	0.0029237327199055276	0.0	9.046250062091914e-15	1.355148846917069e-08
COG2991	0.0	11347	1222.0	455582	0.0	0.0026822833211145305	0.0	2.0813303912230175e-13	5.600948990019617e-08
COG5572	0.0	11347	1214.0	455582	0.0	0.0026647233648388214	0.0	1.917662191364361e-13	6.210569921550769e-08
COG3169	0.0	11347	1129.0	455582	0.0	0.0024781488294094147	0.0	2.011227522946272e-12	1.8635832992796124e-07
COG5567	0.0	11347	1108.0	455582	0.0	0.002432053944185679	0.0	2.7680637324404686e-12	2.4456475331268867e-07
COG4317	0.0	11347	992.0	455582	0.0	0.0021774345781879	0.0	6.270814711624933e-11	1.1006555792489964e-06
COG3702	0.0	11347	939.0	455582	0.0	0.002061099867861329	0.0	1.8109612988813758e-10	2.1922834671750267e-06
COG3116	0.0	11347	926.0	455582	0.0	0.0020325649389133023	0.0	2.7083443700384895e-10	2.596456594143438e-06
COG1925	0.0	11347	848.0	455582	0.0	0.0018613553652251406	0.0	1.7936489236990459e-09	7.179096228123486e-06
COG0333	0.0	11347	842.0	455582	0.0	0.001848185398018359	0.0	1.725195554330765e-09	7.76436356548519e-06
COG0254	0.0	11347	730.0	455582	0.0	0.0016023460101584348	0.0	4.0115853897883005e-08	3.3674732455351894e-05
COG5569	0.0	11347	682.0	455582	0.0	0.0014969862725041814	0.0	1.227018504235556e-07	6.33348996165254e-05
COG5591	0.0	11347	670.0	455582	0.0	0.0014706463380906182	0.0	1.1271466202786151e-07	7.419343176531519e-05
COG4836	0.0	11347	652.0	455582	0.0	0.0014311364364702733	0.0	2.6586238015219216e-07	9.409368661125613e-05
COG5645	0.0	11347	542.0	455582	0.0	0.0011896870376792762	0.0	3.742754174418159e-06	0.0004051166259729975
COG2501	0.0	11347	541.0	455582	0.0	0.0011874920431448127	0.0	3.70030913774949e-06	0.0004105581211687273
COG3655	0.0	11347	534.0	455582	0.0	0.0011721270814035673	0.0	3.50996976849135e-06	0.0004507694324234358
COG5547	0.0	11347	518.0	455582	0.0	0.0011370071688521495	0.0	5.131059201341304e-06	0.0005582496613484658
COG4459	0.0	11347	509.0	455582	0.0	0.001117252218041977	0.0	7.853015847348015e-06	0.0006297186679804884
COG4654	0.0	11347	509.0	455582	0.0	0.001117252218041977	0.0	7.853015847348015e-06	0.0006297186679804884
COG3838	0.0	11347	496.0	455582	0.0	0.00108871728909395	0.0	1.1824403828499798e-05	0.000749582059066126
COG3924	0.0	11347	495.0	455582	0.0	0.0010865222945594865	0.0	1.1686885959103453e-05	0.0007597055498986477
COG1440	0.0	11347	467.0	455582	0.0	0.0010250624475945055	0.0	2.6049361570987188e-05	0.0011068587426367015
COG0776	0.0	11347	464.0	455582	0.0	0.0010184774639911147	0.0	2.509127442076349e-05	0.0011525031684565886
COG4680	0.0	11347	435.0	455582	0.0	0.00095482262249167	0.0	5.522838733264688e-05	0.0017049092237532214
COG3776	0.0	11347	428.0	455582	0.0	0.0009394576607504247	0.0	5.161642252249231e-05	0.00187442375678712
COG3237	0.0	11347	391.0	455582	0.0	0.0008582428629752712	0.0	0.0001087290129860933	0.003099644704437603
COG3771	0.0	11347	373.0	455582	0.0	0.0008187329613549262	0.0	0.00025594238423437955	0.003964171384189731
COG0267	0.0	11347	373.0	455582	0.0	0.0008187329613549262	0.0	0.00025594238423437955	0.003964171384189731
COG2906	0.0	11347	364.0	455582	0.0	0.0007989780105447538	0.0	0.00023673176827925495	0.004484645716557353
COG2336	0.0	11347	364.0	455582	0.0	0.0007989780105447538	0.0	0.00023673176827925495	0.004484645716557353
COG1923	0.0	11347	316.0	455582	0.0	0.0006936182728905005	0.0	0.0007463045715071888	0.008698994644198096
COG4104	0.0	11347	297.0	455582	0.0	0.000651913376735692	0.0	0.0010904624146866365	0.011335590301456457
COG0347	0.0	11347	297.0	455582	0.0	0.000651913376735692	0.0	0.0010904624146866365	0.011335590301456457
COG5336	0.0	11347	294.0	455582	0.0	0.0006453283931323012	0.0	0.0017260062093432625	0.011821217411524969
COG3311	0.0	11347	254.0	455582	0.0	0.0005575286117537568	0.0	0.0035010129123791214	0.020772377178270667
COG3790	0.0	11347	242.0	455582	0.0	0.0005311886773401934	0.0	0.005257689551519032	0.024644748062316403
COG5548	0.0	11347	241.0	455582	0.0	0.0005289936828057298	0.0	0.00522442257930816	0.02499940133062061
COG3759	0.0	11347	239.0	455582	0.0	0.0005246036937368026	0.0	0.005171614466313958	0.02572462392319902
COG4238	0.0	11347	226.0	455582	0.0	0.0004960687647887757	0.0	0.007734866478104388	0.031001286935272744
COG5416	0.0	11347	220.0	455582	0.0	0.00048289879758199404	0.0	0.007555209951394401	0.03380391077862807
COG0011	0.0	11347	219.0	455582	0.0	0.0004807038030475304	0.0	0.007548095234844448	0.034296019009122256
COG5457	0.0	11347	211.0	455582	0.0	0.00046314384677182156	0.0	0.011466865041457356	0.03851138370196312
COG1724	0.0	11347	202.0	455582	0.0	0.0004433888959616491	0.0	0.018027274275188902	0.04390580994442743
COG3695	0.0	11347	187.0	455582	0.0	0.0004104639779446949	0.0	0.016454265323314052	0.05472354684152324
COG3125	0.0	11347	178.0	455582	0.0	0.00039070902713452243	0.0	0.02481694397669979	0.06252813421610035
COG1550	0.0	11347	162.0	455582	0.0	0.0003555891145831047	0.0	0.036720231393022426	0.0794500939505176
COG3767	0.0	11347	158.0	455582	0.0	0.00034680913644525023	0.0	0.03617009208686217	0.08439950267721548
COG3077	0.0	11347	157.0	455582	0.0	0.00034461414191078665	0.0	0.03610347575815041	0.08568751246182996
COG2154	0.0	11347	154.0	455582	0.0	0.00033802915830739584	0.0	0.05791723962101024	0.08967900905641127
COG0236	0.0	11347	150.0	455582	0.0	0.0003292491801695414	0.0	0.055866638172243334	0.09531304033522871
