accession	arc_trans_count	arc_trans_all	arc_not_trans_count	arc_not_trans_all	arc_trans_proportion	arc_not_trans_proportion	arc_trans_fold_change	arc_p_fisher	arc_p_chi2
COG2058	0.0	11347.0	274.0	191500.0	0.0	0.0014308093994778069	0.0	2.3659568998669427e-07	9.599073517625004e-05
COG0633	0.0	11347.0	250.0	191500.0	0.0	0.0013054830287206266	0.0	1.1897201922897117e-06	0.00020442204705731337
COG0517	0.0	11347.0	246.0	191500.0	0.0	0.0012845953002610965	0.0	1.1312362123423274e-06	0.00023195387318507244
COG1393	0.0	11347.0	224.0	191500.0	0.0	0.0011697127937336815	0.0	5.899675367333268e-06	0.00046572289089409034
COG4572	0.0	11347.0	215.0	191500.0	0.0	0.0011227154046997388	0.0	8.289160915831881e-06	0.0006201052370571283
COG5559	0.0	11347.0	195.0	191500.0	0.0	0.0010182767624020888	0.0	2.717248738749118e-05	0.0011748194401258064
COG4104	0.0	11347.0	193.0	191500.0	0.0	0.0010078328981723238	0.0	2.6384228039619092e-05	0.0012526277167096967
COG1359	0.0	11347.0	178.0	191500.0	0.0	0.0009295039164490861	0.0	5.752942522797077e-05	0.002029369898573671
COG2336	0.0	11347.0	174.0	191500.0	0.0	0.0009086161879895561	0.0	8.761722515788734e-05	0.00230913483517852
COG4004	0.0	11347.0	172.0	191500.0	0.0	0.0008981723237597911	0.0	8.55960044572359e-05	0.002463367650124204
COG1308	0.0	11347.0	158.0	191500.0	0.0	0.0008250652741514361	0.0	0.0001880022335752893	0.003879825383411689
COG1460	0.0	11347.0	157.0	191500.0	0.0	0.0008198433420365535	0.0	0.0001876474727287297	0.004008257112925281
COG4033	0.0	11347.0	156.0	191500.0	0.0	0.000814621409921671	0.0	0.00030295285371251593	0.004141010331081873
COG5007	0.0	11347.0	152.0	191500.0	0.0	0.000793733681462141	0.0	0.00028057026081280555	0.004718289974417422
COG2886	0.0	11347.0	152.0	191500.0	0.0	0.000793733681462141	0.0	0.00028057026081280555	0.004718289974417422
COG2440	0.0	11347.0	147.0	191500.0	0.0	0.0007676240208877285	0.0	0.000427079959606034	0.005556602494326257
COG3809	0.0	11347.0	146.0	191500.0	0.0	0.000762402088772846	0.0	0.00042039541839232014	0.005741678448582038
COG3905	0.0	11347.0	145.0	191500.0	0.0	0.0007571801566579635	0.0	0.00041596013965591394	0.005933034245363357
COG0271	0.0	11347.0	144.0	191500.0	0.0	0.0007519582245430809	0.0	0.00041371620541777075	0.006130888328942755
COG1937	0.0	11347.0	142.0	191500.0	0.0	0.0007415143603133159	0.0	0.0006613704576808282	0.006547004724542285
COG2331	0.0	11347.0	141.0	191500.0	0.0	0.0007362924281984335	0.0	0.0006451515561723552	0.006765744415983268
COG1925	0.0	11347.0	135.0	191500.0	0.0	0.0007049608355091384	0.0	0.0009782182874323903	0.008244177319463523
COG3411	0.0	11347.0	130.0	191500.0	0.0	0.0006788511749347258	0.0	0.0009123093643162948	0.00972618803144968
COG2118	0.0	11347.0	128.0	191500.0	0.0	0.0006684073107049609	0.0	0.0014479605986894954	0.01039282457071115
COG0051	0.0	11347.0	128.0	191500.0	0.0	0.0006684073107049609	0.0	0.0014479605986894954	0.01039282457071115
COG0198	0.0	11347.0	125.0	191500.0	0.0	0.0006527415143603133	0.0	0.00137131524349424	0.01148158680201326
COG0073	0.0	11347.0	116.0	191500.0	0.0	0.0006057441253263708	0.0	0.002016440913611771	0.01550388724275725
COG4802	0.0	11347.0	105.0	191500.0	0.0	0.0005483028720626632	0.0	0.004552139301492411	0.022455759314247224
COG0776	0.0	11347.0	104.0	191500.0	0.0	0.0005430809399477807	0.0	0.004502205016639104	0.023229693816395128
COG1324	0.0	11347.0	102.0	191500.0	0.0	0.0005326370757180157	0.0	0.0044687872564446235	0.024861286603781875
COG4710	0.0	11347.0	99.0	191500.0	0.0	0.0005169712793733682	0.0	0.006876320626146669	0.027534039733894605
COG2168	0.0	11347.0	99.0	191500.0	0.0	0.0005169712793733682	0.0	0.006876320626146669	0.027534039733894605
COG3237	0.0	11347.0	94.0	191500.0	0.0	0.0004908616187989556	0.0	0.010676164666553103	0.032669233573764306
COG0347	0.0	11347.0	85.0	191500.0	0.0	0.00044386422976501304	0.0	0.015256736655412136	0.04457468758156079
COG4281	0.0	11347.0	85.0	191500.0	0.0	0.00044386422976501304	0.0	0.015256736655412136	0.04457468758156079
COG4634	0.0	11347.0	84.0	191500.0	0.0	0.00043864229765013056	0.0	0.015047188322490045	0.0461523722238445
COG5552	0.0	11347.0	82.0	191500.0	0.0	0.00042819843342036554	0.0	0.01483776568816147	0.049485536985572405
COG2771	0.0	11347.0	82.0	191500.0	0.0	0.00042819843342036554	0.0	0.01483776568816147	0.049485536985572405
COG2329	0.0	11347.0	81.0	191500.0	0.0	0.000422976501305483	0.0	0.014837138258080848	0.05124576017197644
COG0184	0.0	11347.0	77.0	191500.0	0.0	0.000402088772845953	0.0	0.02247399852930918	0.05897129296676782
COG2161	0.0	11347.0	76.0	191500.0	0.0	0.0003968668407310705	0.0	0.022275569145515144	0.06108795147187143
COG0831	0.0	11347.0	76.0	191500.0	0.0	0.0003968668407310705	0.0	0.022275569145515144	0.06108795147187143
COG1366	0.0	11347.0	74.0	191500.0	0.0	0.00038642297650130547	0.0	0.03622958538295604	0.06556518629886195
COG4901	0.0	11347.0	73.0	191500.0	0.0	0.000381201044386423	0.0	0.035357882824043854	0.06793250242062042
COG2350	0.0	11347.0	68.0	191500.0	0.0	0.0003550913838120104	0.0	0.0332021008009942	0.0812056236132144
COG2906	0.0	11347.0	68.0	191500.0	0.0	0.0003550913838120104	0.0	0.0332021008009942	0.0812056236132144
COG1837	0.0	11347.0	66.0	191500.0	0.0	0.00034464751958224546	0.0	0.052901623720027297	0.0872636730904412
COG3311	0.0	11347.0	64.0	191500.0	0.0	0.00033420365535248044	0.0	0.051028246446743794	0.0938063492298348
COG1993	0.0	11347.0	62.0	191500.0	0.0	0.0003237597911227154	0.0	0.049994746265359366	0.10087679704075009
COG2501	0.0	11347.0	62.0	191500.0	0.0	0.0003237597911227154	0.0	0.049994746265359366	0.10087679704075009
COG4115	0.0	11347.0	61.0	191500.0	0.0	0.0003185378590078329	0.0	0.04979715564111681	0.10462463190308115
COG5460	0.0	11347.0	61.0	191500.0	0.0	0.0003185378590078329	0.0	0.04979715564111681	0.10462463190308115
COG4891	0.0	11347.0	59.0	191500.0	0.0	0.00030809399477806787	0.0	0.07934514227079212	0.11257762084355104
COG2388	0.0	11347.0	59.0	191500.0	0.0	0.00030809399477806787	0.0	0.07934514227079212	0.11257762084355104
COG1990	0.0	11347.0	58.0	191500.0	0.0	0.0003028720626631854	0.0	0.07785389986772175	0.11679663638976015
COG3461	0.0	11347.0	51.0	191500.0	0.0	0.00026631853785900785	0.0	0.11723896865198496	0.15160734714312948
COG4997	0.0	11347.0	49.0	191500.0	0.0	0.00025587467362924284	0.0	0.11420906084854582	0.16353421709195587
COG4013	0.0	11347.0	49.0	191500.0	0.0	0.00025587467362924284	0.0	0.11420906084854582	0.16353421709195587
COG4443	0.0	11347.0	47.0	191500.0	0.0	0.0002454308093994778	0.0	0.11287569816219328	0.17650638440726338
COG1433	0.0	11347.0	45.0	191500.0	0.0	0.0002349869451697128	0.0	0.18023900730734965	0.19063241207349416
COG2361	0.0	11347.0	41.0	191500.0	0.0	0.00021409921671018277	0.0	0.17159056851264948	0.22285461453422178
COG0278	0.0	11347.0	36.0	191500.0	0.0	0.00018798955613577023	0.0	0.26594630606402264	0.27220967607651586
COG3586	0.0	11347.0	32.0	191500.0	0.0	0.00016710182767624022	0.0	0.2599026189335435	0.3209813147315749
COG5470	0.0	11347.0	32.0	191500.0	0.0	0.00016710182767624022	0.0	0.2599026189335435	0.3209813147315749
COG1553	0.0	11347.0	29.0	191500.0	0.0	0.0001514360313315927	0.0	0.40778224091649223	0.3644648140466684
COG3526	0.0	11347.0	28.0	191500.0	0.0	0.00014621409921671019	0.0	0.40413063717236514	0.3805218343079103
COG0099	0.0	11347.0	28.0	191500.0	0.0	0.00014621409921671019	0.0	0.40413063717236514	0.3805218343079103
COG2044	0.0	11347.0	28.0	191500.0	0.0	0.00014621409921671019	0.0	0.40413063717236514	0.3805218343079103
COG0093	0.0	11347.0	27.0	191500.0	0.0	0.00014099216710182768	0.0	0.4013835955178875	0.3974547963183077
COG2963	0.0	11347.0	26.0	191500.0	0.0	0.00013577023498694517	0.0	0.3996171461308444	0.41532942072266665
COG2522	0.0	11347.0	26.0	191500.0	0.0	0.00013577023498694517	0.0	0.3996171461308444	0.41532942072266665
COG2163	0.0	11347.0	26.0	191500.0	0.0	0.00013577023498694517	0.0	0.3996171461308444	0.41532942072266665
COG2088	0.0	11347.0	22.0	191500.0	0.0	0.00011488250652741515	0.0	0.6325845281794075	0.49783447275153436
COG3364	0.0	11347.0	22.0	191500.0	0.0	0.00011488250652741515	0.0	0.6325845281794075	0.49783447275153436
COG2098	0.0	11347.0	22.0	191500.0	0.0	0.00011488250652741515	0.0	0.6325845281794075	0.49783447275153436
COG4829	0.0	11347.0	22.0	191500.0	0.0	0.00011488250652741515	0.0	0.6325845281794075	0.49783447275153436
COG4003	0.0	11347.0	20.0	191500.0	0.0	0.00010443864229765013	0.0	0.6252298068758073	0.5470949414730969
COG2359	0.0	11347.0	20.0	191500.0	0.0	0.00010443864229765013	0.0	0.6252298068758073	0.5470949414730969
COG2018	0.0	11347.0	19.0	191500.0	0.0	9.921671018276762e-05	0.0	0.6228721535626403	0.574175610960797
COG0139	0.0	11347.0	17.0	191500.0	0.0	8.87728459530026e-05	0.0	0.6213975260071765	0.6341004093976617
COG1733	0.0	11347.0	16.0	191500.0	0.0	8.355091383812011e-05	0.0	1.0	0.667375097396237
COG4551	0.0	11347.0	16.0	191500.0	0.0	8.355091383812011e-05	0.0	1.0	0.667375097396237
COG1382	0.0	11347.0	15.0	191500.0	0.0	7.83289817232376e-05	0.0	1.0	0.7032083396918438
COG4877	0.0	11347.0	15.0	191500.0	0.0	7.83289817232376e-05	0.0	1.0	0.7032083396918438
COG3077	0.0	11347.0	15.0	191500.0	0.0	7.83289817232376e-05	0.0	1.0	0.7032083396918438
COG1654	0.0	11347.0	14.0	191500.0	0.0	7.310704960835509e-05	0.0	1.0	0.7419248369701839
COG2924	0.0	11347.0	13.0	191500.0	0.0	6.788511749347258e-05	0.0	1.0	0.7839149050302117
COG2033	0.0	11347.0	13.0	191500.0	0.0	6.788511749347258e-05	0.0	1.0	0.7839149050302117
COG3592	0.0	11347.0	13.0	191500.0	0.0	6.788511749347258e-05	0.0	1.0	0.7839149050302117
COG3189	0.0	11347.0	13.0	191500.0	0.0	6.788511749347258e-05	0.0	1.0	0.7839149050302117
COG2920	0.0	11347.0	12.0	191500.0	0.0	6.266318537859008e-05	0.0	1.0	0.8296534538919312
COG3373	0.0	11347.0	12.0	191500.0	0.0	6.266318537859008e-05	0.0	1.0	0.8296534538919312
COG1846	0.0	11347.0	12.0	191500.0	0.0	6.266318537859008e-05	0.0	1.0	0.8296534538919312
COG1923	0.0	11347.0	10.0	191500.0	0.0	5.2219321148825065e-05	0.0	1.0	0.9348666331260914
COG0784	0.0	11347.0	10.0	191500.0	0.0	5.2219321148825065e-05	0.0	1.0	0.9348666331260914
COG3549	0.0	11347.0	10.0	191500.0	0.0	5.2219321148825065e-05	0.0	1.0	0.9348666331260914
COG1551	0.0	11347.0	9.0	191500.0	0.0	4.6997389033942557e-05	0.0	1.0	0.9960089291947472
COG3113	0.0	11347.0	9.0	191500.0	0.0	4.6997389033942557e-05	0.0	1.0	0.9960089291947472
COG4049	0.0	11347.0	9.0	191500.0	0.0	4.6997389033942557e-05	0.0	1.0	0.9960089291947472
COG3848	0.0	11347.0	9.0	191500.0	0.0	4.6997389033942557e-05	0.0	1.0	0.9960089291947472
COG5216	0.0	11347.0	9.0	191500.0	0.0	4.6997389033942557e-05	0.0	1.0	0.9960089291947472
COG3052	0.0	11347.0	9.0	191500.0	0.0	4.6997389033942557e-05	0.0	1.0	0.9960089291947472
COG5513	0.0	11347.0	9.0	191500.0	0.0	4.6997389033942557e-05	0.0	1.0	0.9960089291947472
COG3937	0.0	11347.0	9.0	191500.0	0.0	4.6997389033942557e-05	0.0	1.0	0.9960089291947472
COG4718	0.0	11347.0	9.0	191500.0	0.0	4.6997389033942557e-05	0.0	1.0	0.9960089291947472
COG4844	0.0	11347.0	8.0	191500.0	0.0	4.1775456919060055e-05	0.0	1.0	1.0
COG5561	0.0	11347.0	8.0	191500.0	0.0	4.1775456919060055e-05	0.0	1.0	1.0
COG2445	0.0	11347.0	8.0	191500.0	0.0	4.1775456919060055e-05	0.0	1.0	1.0
COG1708	0.0	11347.0	8.0	191500.0	0.0	4.1775456919060055e-05	0.0	1.0	1.0
COG4456	0.0	11347.0	8.0	191500.0	0.0	4.1775456919060055e-05	0.0	1.0	1.0
COG2923	0.0	11347.0	8.0	191500.0	0.0	4.1775456919060055e-05	0.0	1.0	1.0
COG2164	0.0	11347.0	7.0	191500.0	0.0	3.6553524804177546e-05	0.0	1.0	1.0
COG5646	0.0	11347.0	7.0	191500.0	0.0	3.6553524804177546e-05	0.0	1.0	1.0
COG3798	0.0	11347.0	7.0	191500.0	0.0	3.6553524804177546e-05	0.0	1.0	1.0
COG3628	0.0	11347.0	7.0	191500.0	0.0	3.6553524804177546e-05	0.0	1.0	1.0
COG2811	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0	1.0	1.0
COG3370	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0	1.0	1.0
COG0375	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0	1.0	1.0
COG5123	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0	1.0	1.0
COG3831	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0	1.0	1.0
COG0662	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0	1.0	1.0
COG3365	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0	1.0	1.0
COG2210	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0	1.0	1.0
COG4847	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0	1.0	1.0
COG3070	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0	1.0	1.0
COG0526	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0	1.0	1.0
COG4309	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0	1.0	1.0
COG0346	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0	1.0	1.0
COG3355	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0	1.0	1.0
COG0268	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0	1.0	1.0
COG3093	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0	1.0	1.0
COG3729	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0	1.0	1.0
COG2921	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0	1.0	1.0
COG0736	0.0	11347.0	4.0	191500.0	0.0	2.0887728459530027e-05	0.0	1.0	1.0
COG5570	0.0	11347.0	4.0	191500.0	0.0	2.0887728459530027e-05	0.0	1.0	1.0
COG3324	0.0	11347.0	4.0	191500.0	0.0	2.0887728459530027e-05	0.0	1.0	1.0
COG0759	0.0	11347.0	4.0	191500.0	0.0	2.0887728459530027e-05	0.0	1.0	1.0
COG1943	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG0227	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG4680	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG5481	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG1645	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG5045	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG4357	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG2105	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG4391	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG1848	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG1504	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG0394	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG4576	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG5583	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG1841	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG2764	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG3313	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG3794	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG5194	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG1047	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG3450	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG1582	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG0238	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG1430	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0	1.0	1.0
COG1416	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG0789	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG2732	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG2127	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG3978	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG1727	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG5302	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG4683	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG0853	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG4479	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG3423	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG0333	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG5304	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG3024	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG4691	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG4043	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG5565	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG4118	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG5475	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG5614	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG5417	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG4416	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG1591	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG1885	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG0230	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0	1.0	1.0
COG4679	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG3584	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG5431	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG3254	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG3062	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG0727	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG3750	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG2739	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG2158	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG4570	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG0824	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG0605	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG5425	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG5457	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG3089	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG3631	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG4738	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG2944	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG0720	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG0512	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG5515	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG1917	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG1539	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG4837	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG1717	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG5507	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG4831	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG2852	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG2914	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG1695	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG5004	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG5439	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG0197	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG0257	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG1019	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG2052	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG3860	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG5649	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG4423	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG0589	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG3323	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG4352	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG0360	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG1225	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG2250	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG1098	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG3097	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG1528	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG2427	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG1658	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG4075	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG0851	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG4311	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG0251	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG4481	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG3795	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG3784	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG0267	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG0228	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
COG5051	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0	1.0	1.0
