accession	bac_trans_count	bac_trans_all	bac_not_trans_count	bac_not_trans_all	bac_trans_proportion	bac_not_trans_proportion	bac_trans_fold_change	arc_p_fisher	arc_p_chi2
COG3245	37.0	455582.0	7.0	4292445.0	8.121479777515354e-05	1.6307722055844629e-06	49.801436090852704	4.175836637973346e-31	2.5499975364668753e-61
COG2350	36.0	455582.0	18124.0	4292445.0	7.901980324068993e-05	0.004222302207716115	0.01871486202391764	0.0	0.0
COG3024	36.0	455582.0	11670.0	4292445.0	7.901980324068993e-05	0.0027187302341672402	0.0290649665228349	0.0	1.599980483572682e-255
COG2832	35.0	455582.0	3.0	4292445.0	7.682480870622632e-05	6.989023738219127e-07	109.9220886689992	1.4788432060795044e-32	9.091189244172683e-65
COG0607	35.0	455582.0	9987.0	4292445.0	7.682480870622632e-05	0.0023266460024531474	0.03301955201832358	0.0	5.1506792290383055e-217
COG4256	34.0	455582.0	2648.0	4292445.0	7.462981417176272e-05	0.0006168978286268083	0.12097597156061632	5.120752152381391e-73	2.286320659230982e-48
COG1873	33.0	455582.0	7739.0	4292445.0	7.24348196372991e-05	0.0018029351570025942	0.040176053673346215	6.800161871914067e-282	6.374414029440597e-166
COG3123	33.0	455582.0	2178.0	4292445.0	7.24348196372991e-05	0.0005074031233947086	0.1427559593103886	3.8452840301054847e-56	4.336553644333237e-38
COG5467	33.0	455582.0	187.0	4292445.0	7.24348196372991e-05	4.356491463489922e-05	1.662687055497467	0.011129144662392638	0.00912089090050842
COG0393	33.0	455582.0	1622.0	4292445.0	7.24348196372991e-05	0.0003778732167797141	0.19169080109619382	6.594812243661587e-36	1.32705174159354e-25
COG4519	30.0	455582.0	227.0	4292445.0	6.584983603390828e-05	5.2883612952524723e-05	1.2451841384782796	0.24461768211649387	0.30527665501866347
COG4839	29.0	455582.0	0.0	4292445.0	6.365484149944467e-05	0.0	inf	3.0143801996179518e-30	3.975094537376845e-59
COG3313	27.0	455582.0	2409.0	4292445.0	5.926485243051745e-05	0.0005612186061789959	0.10560029866795867	5.0125099007925604e-70	1.0379779553243935e-45
COG2168	27.0	455582.0	2615.0	4292445.0	5.926485243051745e-05	0.0006092099025147672	0.09728149884937379	4.506438778591528e-78	2.00746781017734e-50
COG5004	27.0	455582.0	2230.0	4292445.0	5.926485243051745e-05	0.0005195174312076217	0.11407673519780828	3.601994579219441e-63	1.272179920177701e-41
COG0828	26.0	455582.0	27640.0	4292445.0	5.706985789605384e-05	0.006439220537479222	0.008862851887721665	0.0	0.0
COG2149	26.0	455582.0	0.0	4292445.0	5.706985789605384e-05	0.0	inf	3.412775388041547e-27	5.744263633060204e-53
COG2161	26.0	455582.0	34391.0	4292445.0	5.706985789605384e-05	0.008011983846036467	0.007123062027176494	0.0	0.0
COG0089	26.0	455582.0	41079.0	4292445.0	5.706985789605384e-05	0.00957007020474345	0.005963368781533797	0.0	0.0
COG3784	25.0	455582.0	128.0	4292445.0	5.487486336159023e-05	2.981983461640161e-05	1.8402135379854778	0.008382811254067389	0.00703054297311491
COG0694	25.0	455582.0	14665.0	4292445.0	5.487486336159023e-05	0.00341646777069945	0.016061870634990875	0.0	0.0
COG1558	24.0	455582.0	94.0	4292445.0	5.267986882712662e-05	2.189894104641993e-05	2.4055897824218673	0.00041206404416494077	0.00014104374857440088
COG4545	24.0	455582.0	8528.0	4292445.0	5.267986882712662e-05	0.001986746481317757	0.026515647226507448	0.0	3.940987791857672e-188
COG0291	24.0	455582.0	43792.0	4292445.0	5.267986882712662e-05	0.0102021109181364	0.0051636243959548665	0.0	0.0
COG3377	23.0	455582.0	383.0	4292445.0	5.048487429266301e-05	8.922653639126419e-05	0.565805603741958	0.005300304542924591	0.009197852686502346
COG4274	23.0	455582.0	13556.0	4292445.0	5.048487429266301e-05	0.003158106859843283	0.01598580305644511	0.0	4.953367243231445e-305
COG5272	21.0	455582.0	2393.0	4292445.0	4.6094885223735795e-05	0.0005574911268519456	0.08268272444805626	2.8848917529322633e-75	8.469197847404717e-48
COG2388	21.0	455582.0	13632.0	4292445.0	4.6094885223735795e-05	0.003175812386646771	0.014514360299603771	0.0	1.0750358250530004e-307
COG2257	21.0	455582.0	7280.0	4292445.0	4.6094885223735795e-05	0.0016960030938078414	0.027178538407170136	1.2555567597433345e-279	1.347400593870026e-160
COG5605	21.0	455582.0	0.0	4292445.0	4.6094885223735795e-05	0.0	inf	4.1970093069382546e-22	1.0751514966298662e-42
COG3136	21.0	455582.0	0.0	4292445.0	4.6094885223735795e-05	0.0	inf	4.1970093069382546e-22	1.0751514966298662e-42
COG5544	20.0	455582.0	42.0	4292445.0	4.389989068927218e-05	9.784633233506778e-06	4.486615864040784	7.35726858897381e-07	5.118830273337718e-09
COG0185	20.0	455582.0	29476.0	4292445.0	4.389989068927218e-05	0.0068669487902582324	0.006392925304984155	0.0	0.0
COG1582	20.0	455582.0	9332.0	4292445.0	4.389989068927218e-05	0.0021740523175020295	0.020192656053334007	0.0	1.6055582807224976e-208
COG3895	19.0	455582.0	27.0	4292445.0	4.1704896154808576e-05	6.2901213643972145e-06	6.630221221304715	1.4480118586289393e-08	1.7672031674884482e-12
COG0186	19.0	455582.0	47161.0	4292445.0	4.1704896154808576e-05	0.010986978283938409	0.0037958476914235766	0.0	0.0
COG1445	18.0	455582.0	31.0	4292445.0	3.9509901620344964e-05	7.221991196159764e-06	5.470776763249731	2.9019148401492865e-07	5.373974057077688e-10
COG4481	18.0	455582.0	12828.0	4292445.0	3.9509901620344964e-05	0.0029885065504624986	0.01322061737299202	0.0	2.0824587727382406e-290
COG3870	18.0	455582.0	1616.0	4292445.0	3.9509901620344964e-05	0.0003764754120320703	0.10494683147323122	1.8574685156373062e-47	3.369059517687093e-31
COG3609	18.0	455582.0	21041.0	4292445.0	3.9509901620344964e-05	0.004901868282528955	0.008060172028931212	0.0	0.0
COG5606	17.0	455582.0	4260.0	4292445.0	3.731490708588136e-05	0.000992441370827116	0.037599104776116436	2.8106842236663433e-157	1.4615797148416137e-92
COG0727	17.0	455582.0	65.0	4292445.0	3.731490708588136e-05	1.5142884766141441e-05	2.4641874822500927	0.0020641602563807914	0.0012098136409319901
COG3809	16.0	455582.0	3064.0	4292445.0	3.5119912551417746e-05	0.0007138122911301135	0.049200487281909386	1.360790335856257e-108	2.2237648176888512e-65
COG4877	16.0	455582.0	9421.0	4292445.0	3.5119912551417746e-05	0.0021947864212587464	0.01600151714592616	0.0	2.2386359961516826e-212
COG3815	15.0	455582.0	0.0	4292445.0	3.292491801695414e-05	0.0	inf	5.379106740868025e-16	2.3555402291662593e-30
COG3592	15.0	455582.0	2909.0	4292445.0	3.292491801695414e-05	0.0006777023351493146	0.04858315562642995	2.378834138146191e-103	3.1088239837056193e-62
COG0222	15.0	455582.0	43.0	4292445.0	3.292491801695414e-05	1.0017600691447415e-05	3.286706970169412	0.00028933448569616176	6.794483264140629e-05
COG3323	15.0	455582.0	197.0	4292445.0	3.292491801695414e-05	4.58945892143056e-05	0.7174030442501762	0.24370984508370222	0.25886317573260786
COG1837	14.0	455582.0	33694.0	4292445.0	3.072992348249053e-05	0.007849605527851841	0.00391483665942895	0.0	0.0
COG2965	14.0	455582.0	1225.0	4292445.0	3.072992348249053e-05	0.000285385135977281	0.10767878073697883	4.74720363547492e-36	7.489917406839084e-24
COG1393	14.0	455582.0	2856.0	4292445.0	3.072992348249053e-05	0.0006653550598784609	0.04618575154159631	2.7063640989825136e-102	1.9188795736676733e-61
COG1358	14.0	455582.0	866.0	4292445.0	3.072992348249053e-05	0.00020174981857659213	0.15231698198937535	2.5303426711724506e-22	1.1900162729387037e-15
COG1388	14.0	455582.0	980.0	4292445.0	3.072992348249053e-05	0.0002283081087818248	0.1345984759212235	1.6817392936706098e-26	3.021544008154586e-18
COG3293	14.0	455582.0	57.0	4292445.0	3.072992348249053e-05	1.3279145102616342e-05	2.314149235136825	0.007769089475557621	0.007045246467452147
COG2740	14.0	455582.0	13090.0	4292445.0	3.072992348249053e-05	0.003049544024442946	0.010076891245439194	0.0	2.7174113857036483e-298
COG1644	14.0	455582.0	2124.0	4292445.0	3.072992348249053e-05	0.0004948228806659142	0.06210287495423684	3.8540479335589367e-72	1.510658551881539e-44
COG2034	14.0	455582.0	0.0	4292445.0	3.072992348249053e-05	0.0	inf	5.60620341111187e-15	2.697645754266272e-28
COG4842	13.0	455582.0	6845.0	4292445.0	2.853492894802692e-05	0.001594662249603664	0.01789402674774484	9.82038522293615e-274	4.182205564562967e-154
COG1996	13.0	455582.0	394.0	4292445.0	2.853492894802692e-05	9.17891784286112e-05	0.3108746525084097	1.1826704206602255e-06	1.7032352541063178e-05
COG4197	13.0	455582.0	174.0	4292445.0	2.853492894802692e-05	4.0536337681670935e-05	0.7039345579788127	0.26314688734517944	0.2699546109318169
COG1436	13.0	455582.0	1009.0	4292445.0	2.853492894802692e-05	0.0002350641650621033	0.12139208432934925	1.845189579278827e-28	2.6563331169403945e-19
COG5584	13.0	455582.0	13.0	4292445.0	2.853492894802692e-05	3.0285769532282883e-06	9.421893314485647	1.813683327268275e-07	2.6969092956565953e-11
COG5570	13.0	455582.0	12005.0	4292445.0	2.853492894802692e-05	0.002796774332577354	0.01020279992405776	0.0	1.361905350740307e-273
COG2002	13.0	455582.0	17156.0	4292445.0	2.853492894802692e-05	0.003996789708429578	0.007139462175816823	0.0	0.0
COG4844	13.0	455582.0	458.0	4292445.0	2.853492894802692e-05	0.00010669909573681201	0.26743365303125194	1.0955718974171524e-08	7.101411620681604e-07
COG2363	12.0	455582.0	0.0	4292445.0	2.633993441356331e-05	0.0	inf	6.089528152594734e-13	3.558510035196383e-24
COG4466	12.0	455582.0	3526.0	4292445.0	2.633993441356331e-05	0.0008214432566986881	0.03206543385531133	2.8451157592238746e-133	8.449062496177876e-78
COG1758	12.0	455582.0	24643.0	4292445.0	2.633993441356331e-05	0.005741017066031131	0.004588025799368086	0.0	0.0
COG5509	12.0	455582.0	4623.0	4292445.0	2.633993441356331e-05	0.0010770085580595675	0.024456569278353397	5.566870060796602e-180	3.6798266793564516e-103
COG1654	12.0	455582.0	427.0	4292445.0	2.633993441356331e-05	9.947710454065224e-05	0.26478388705814465	2.4410876088674678e-08	1.582181927944594e-06
COG3636	12.0	455582.0	6892.0	4292445.0	2.633993441356331e-05	0.001605611720126874	0.016404921615471236	1.9240913323363273e-277	1.2157426478884925e-155
COG4679	12.0	455582.0	841.0	4292445.0	2.633993441356331e-05	0.00019592563212807618	0.13443843017101995	4.970611685225899e-23	7.475474796705783e-16
COG1722	12.0	455582.0	41353.0	4292445.0	2.633993441356331e-05	0.009633903288219186	0.0027340874851601517	0.0	0.0
COG2900	11.0	455582.0	12121.0	4292445.0	2.41449398790997e-05	0.002823798557698468	0.008550517816957521	0.0	3.45245626379618e-277
COG2510	11.0	455582.0	0.0	4292445.0	2.41449398790997e-05	0.0	inf	6.346579814024885e-12	4.1008746938812876e-22
COG2732	11.0	455582.0	2871.0	4292445.0	2.41449398790997e-05	0.0006688495717475704	0.03609920810147758	6.142914612971003e-107	4.2341822623692575e-63
COG5646	10.0	455582.0	315.0	4292445.0	2.194994534463609e-05	7.338474925130083e-05	0.29910772426938564	7.830888987750628e-06	9.788961191171491e-05
COG0718	10.0	455582.0	8300.0	4292445.0	2.194994534463609e-05	0.0019336299009072918	0.011351678692151382	0.0	3.950162179199556e-189
COG3905	10.0	455582.0	13221.0	4292445.0	2.194994534463609e-05	0.0030800627614331693	0.007126460414859426	0.0	3.801613587125248e-303
COG3070	10.0	455582.0	134.0	4292445.0	2.194994534463609e-05	3.1217639364045434e-05	0.7031263667526602	0.32365695995858845	0.3479621405038047
COG1324	9.0	455582.0	768.0	4292445.0	1.9754950810172482e-05	0.00017891900769840966	0.11041281227912866	9.094107196953647e-23	2.2877552511765703e-15
COG1430	9.0	455582.0	113.0	4292445.0	1.9754950810172482e-05	2.6325322747292043e-05	0.7504162816846975	0.5370859645126584	0.4976688564399101
COG0517	9.0	455582.0	2414.0	4292445.0	1.9754950810172482e-05	0.0005623834434686991	0.03512719131332677	1.39432297365318e-90	2.0613101621598619e-53
COG5565	9.0	455582.0	98.0	4292445.0	1.9754950810172482e-05	2.283081087818248e-05	0.8652759166364369	0.8691152506495186	0.8012653822089577
COG2456	9.0	455582.0	0.0	4292445.0	1.9754950810172482e-05	0.0	inf	6.893652169104559e-10	5.492085636502545e-18
COG2913	9.0	455582.0	0.0	4292445.0	1.9754950810172482e-05	0.0	inf	6.893652169104559e-10	5.492085636502545e-18
COG4691	9.0	455582.0	6098.0	4292445.0	1.9754950810172482e-05	0.001420635558522008	0.013905713320821715	2.0439104239532935e-248	1.2732018307084405e-138
COG1343	9.0	455582.0	14705.0	4292445.0	1.9754950810172482e-05	0.0034257864690170753	0.0057665447011472845	0.0	0.0
COG5450	8.0	455582.0	2807.0	4292445.0	1.7559956275708873e-05	0.0006539396544393696	0.026852563774807686	1.388966358518268e-108	6.051739862369101e-63
COG3530	8.0	455582.0	5176.0	4292445.0	1.7559956275708873e-05	0.00120583956230074	0.014562431707087552	2.4805918085946593e-210	9.643600732544407e-118
COG1264	8.0	455582.0	2014.0	4292445.0	1.7559956275708873e-05	0.00046919646029244404	0.03742559409924785	5.517597054111667e-75	1.342090238631723e-44
COG3369	8.0	455582.0	3221.0	4292445.0	1.7559956275708873e-05	0.0007503881820267935	0.02340116315302241	3.1151574380285205e-126	1.60475251293974e-72
COG4311	8.0	455582.0	6380.0	4292445.0	1.7559956275708873e-05	0.0014863323816612676	0.011814286287756296	2.0146885329257262e-262	1.3450281502819304e-145
COG5471	8.0	455582.0	46.0	4292445.0	1.7559956275708873e-05	1.0716503065269328e-05	1.6385901416496778	0.2409472935562374	0.2840369850706801
COG3036	8.0	455582.0	393.0	4292445.0	1.7559956275708873e-05	9.155621097067056e-05	0.1917942659437282	1.5058157656973568e-09	3.71810409026796e-07
COG4829	8.0	455582.0	2191.0	4292445.0	1.7559956275708873e-05	0.0005104317003479369	0.034402166369641794	1.8092229429149468e-82	1.0777777807450112e-48
COG0140	8.0	455582.0	9056.0	4292445.0	1.7559956275708873e-05	0.0021097532991104138	0.008323227309616295	0.0	1.536281268768511e-207
COG0721	8.0	455582.0	45882.0	4292445.0	1.7559956275708873e-05	0.010689012905232333	0.0016428042917894855	0.0	0.0
COG3251	7.0	455582.0	6448.0	4292445.0	1.5364961741245264e-05	0.001502174168801231	0.010228482196246825	2.544484308111556e-267	1.2673011916754954e-147
COG4338	7.0	455582.0	845.0	4292445.0	1.5364961741245264e-05	0.00019685750195983873	0.07805118722059116	9.451678724460271e-28	5.734818741522953e-18
COG5481	7.0	455582.0	9474.0	4292445.0	1.5364961741245264e-05	0.0022071336965296	0.006961500232362205	0.0	1.1268640140161482e-217
COG1551	7.0	455582.0	17061.0	4292445.0	1.5364961741245264e-05	0.003974657799925218	0.003865731973588859	0.0	0.0
COG5294	7.0	455582.0	21.0	4292445.0	1.5364961741245264e-05	4.892316616753389e-06	3.140631104828549	0.014500356282345153	0.014411328752292342
COG0594	7.0	455582.0	403.0	4292445.0	1.5364961741245264e-05	9.388588555007694e-05	0.1636557151399492	1.3584054385598945e-10	9.332735224856647e-08
COG2440	7.0	455582.0	2141.0	4292445.0	1.5364961741245264e-05	0.000498783327450905	0.030804882392059568	1.1654220686016812e-81	5.602319244297402e-48
COG1694	7.0	455582.0	2155.0	4292445.0	1.5364961741245264e-05	0.000502044871862074	0.030604757866078667	2.229800037678308e-82	2.6567275632347404e-48
COG2888	7.0	455582.0	40.0	4292445.0	1.5364961741245264e-05	9.318698317625502e-06	1.6488313300349882	0.21252034157722444	0.3242843366939304
COG3100	7.0	455582.0	830.0	4292445.0	1.5364961741245264e-05	0.00019336299009072917	0.07946175084505967	4.511232857414034e-27	1.2761520604365152e-17
COG4423	6.0	455582.0	8983.0	4292445.0	1.3169967206781655e-05	0.0020927466746807474	0.006293149269388163	0.0	9.288783771745917e-207
COG2198	6.0	455582.0	51.0	4292445.0	1.3169967206781655e-05	1.1881340354972516e-05	1.1084580369983112	0.8204670314983427	0.9889685461635878
COG3357	6.0	455582.0	730.0	4292445.0	1.3169967206781655e-05	0.0001700662442966654	0.0774402190231697	3.8847517873292034e-24	1.0115081648789932e-15
COG5460	6.0	455582.0	3611.0	4292445.0	1.3169967206781655e-05	0.0008412454906236422	0.01565531982467845	2.619262502510065e-146	1.9385388076041854e-82
COG5508	6.0	455582.0	1065.0	4292445.0	1.3169967206781655e-05	0.000248110342706779	0.05308108909569379	5.675313598899489e-38	1.712558341974411e-23
COG4495	6.0	455582.0	495.0	4292445.0	1.3169967206781655e-05	0.0001153188916806156	0.11420476744831086	7.13228137384805e-15	2.856075966379163e-10
COG2151	6.0	455582.0	4908.0	4292445.0	1.3169967206781655e-05	0.001143404283572649	0.011518206985923774	2.5125586980500235e-202	1.9130096318739203e-112
COG3304	6.0	455582.0	0.0	4292445.0	1.3169967206781655e-05	0.0	inf	7.803821631167267e-07	8.751191971588102e-12
COG0073	6.0	455582.0	2890.0	4292445.0	1.3169967206781655e-05	0.0006732759534484426	0.019561024182323142	2.8144211271188763e-115	9.323203729844273e-66
COG2372	6.0	455582.0	11.0	4292445.0	1.3169967206781655e-05	2.562642037347013e-06	5.1392145351739895	0.0037938839558858684	0.001443042468972094
COG5194	5.0	455582.0	96.0	4292445.0	1.0974972672318046e-05	2.2364875962301207e-05	0.49072361012946075	0.12826771244292046	0.15678494675769503
COG1569	5.0	455582.0	43.0	4292445.0	1.0974972672318046e-05	1.0017600691447415e-05	1.0955689900564705	0.805131314193906	1.0
COG2329	5.0	455582.0	7365.0	4292445.0	1.0974972672318046e-05	0.0017158053277327957	0.006396397362176271	1.824979532058e-311	9.38834675787314e-170
COG4895	5.0	455582.0	5672.0	4292445.0	1.0974972672318046e-05	0.0013213914214392963	0.008305618225040239	2.0294238367717623e-237	1.4201888148045835e-130
COG2886	5.0	455582.0	4490.0	4292445.0	1.0974972672318046e-05	0.0010460238861534625	0.010492086096309184	4.720892459590587e-186	3.1623974852286653e-103
COG0228	5.0	455582.0	31858.0	4292445.0	1.0974972672318046e-05	0.007421877275072831	0.001478732706774695	0.0	0.0
COG3052	5.0	455582.0	2562.0	4292445.0	1.0974972672318046e-05	0.0005968626272439135	0.018387769934593377	6.150711794746941e-103	1.2956847371928444e-58
COG4969	5.0	455582.0	2.0	4292445.0	1.0974972672318046e-05	4.6593491588127513e-07	23.554733286214116	0.00014460574479222208	8.973351158747024e-07
COG5349	5.0	455582.0	0.0	4292445.0	1.0974972672318046e-05	0.0	inf	8.1331403383905e-06	1.0317092642933879e-09
COG1911	5.0	455582.0	767.0	4292445.0	1.0974972672318046e-05	0.000178686040240469	0.061420425778915565	7.586799273902298e-27	5.271184021642361e-17
COG2260	5.0	455582.0	81.0	4292445.0	1.0974972672318046e-05	1.8870364093191642e-05	0.5815983527460276	0.27567644696740146	0.3136795698076512
COG1581	5.0	455582.0	119.0	4292445.0	1.0974972672318046e-05	2.772312749493587e-05	0.3958778703565398	0.031989335597356866	0.051077693324509586
COG1605	5.0	455582.0	10970.0	4292445.0	1.0974972672318046e-05	0.002555653013608794	0.004294390754095555	0.0	3.0457006780578176e-253
COG0199	5.0	455582.0	22989.0	4292445.0	1.0974972672318046e-05	0.005355688890597317	0.002049217737719267	0.0	0.0
COG3657	5.0	455582.0	5002.0	4292445.0	1.0974972672318046e-05	0.0011653032246190691	0.009418126064060022	1.832388752892693e-208	4.51168860445824e-115
COG3432	5.0	455582.0	478.0	4292445.0	1.0974972672318046e-05	0.00011135844489562475	0.09855536939838543	3.915358810305081e-15	2.7817491674042033e-10
COG1733	5.0	455582.0	437.0	4292445.0	1.0974972672318046e-05	0.00010180677912005861	0.10780198300326828	1.6236557341040652e-13	2.5027791068943325e-09
COG5568	5.0	455582.0	4980.0	4292445.0	1.0974972672318046e-05	0.001160177940544375	0.009459732243459484	2.0692409687668545e-207	1.4566007315742805e-114
COG3254	5.0	455582.0	1307.0	4292445.0	1.0974972672318046e-05	0.0003044884675284133	0.03604396830331158	2.791781198431261e-49	1.5311981173958556e-29
COG4416	5.0	455582.0	124.0	4292445.0	1.0974972672318046e-05	2.8887964784639057e-05	0.3799150530034535	0.02396714081298893	0.03977597471649497
COG1396	5.0	455582.0	617.0	4292445.0	1.0974972672318046e-05	0.00014374092154937338	0.07635245797800362	1.0565094185937871e-20	1.6217559730682229e-13
COG4891	4.0	455582.0	642.0	4292445.0	8.779978137854436e-06	0.00014956510799788933	0.058703385136982214	1.0129982787066949e-22	1.5945423641968944e-14
COG4855	4.0	455582.0	219.0	4292445.0	8.779978137854436e-06	5.101987328899963e-05	0.17208937560704377	5.945780229432838e-06	0.00012206081997296109
COG2975	4.0	455582.0	7388.0	4292445.0	8.779978137854436e-06	0.0017211635792654303	0.005101187501075066	1.2754157045e-314	9.660467223334436e-171
COG1552	4.0	455582.0	185.0	4292445.0	8.779978137854436e-06	4.309897971901795e-05	0.20371661220509507	9.593138646852428e-05	0.0007585377789522736
COG2259	4.0	455582.0	0.0	4292445.0	8.779978137854436e-06	0.0	inf	8.476339371359036e-05	1.2218335444602417e-07
COG4710	4.0	455582.0	5618.0	4292445.0	8.779978137854436e-06	0.001308811178710502	0.006708361206468954	3.1481073332506455e-237	8.864196762025466e-130
COG0238	4.0	455582.0	28308.0	4292445.0	8.779978137854436e-06	0.006594842799383568	0.0013313400190032001	0.0	0.0
COG0394	4.0	455582.0	26.0	4292445.0	8.779978137854436e-06	6.057153906456577e-06	1.4495220483824072	0.5269088709031908	0.7000667477378117
COG1828	4.0	455582.0	31173.0	4292445.0	8.779978137854436e-06	0.007262294566383495	0.0012089812741135787	0.0	0.0
COG3478	4.0	455582.0	1765.0	4292445.0	8.779978137854436e-06	0.0004111875632652253	0.02135273272404679	2.8920227251041065e-70	1.3265213963796184e-40
COG5131	4.0	455582.0	2319.0	4292445.0	8.779978137854436e-06	0.0005402515349643385	0.01625164866664191	5.062788753021516e-94	1.946680341568114e-53
COG4309	4.0	455582.0	792.0	4292445.0	8.779978137854436e-06	0.00018451022668898495	0.04758531977012953	6.127673298724242e-29	5.118282840867416e-18
COG5302	4.0	455582.0	4552.0	4292445.0	8.779978137854436e-06	0.0010604678685457822	0.008279343861586684	7.655348062246019e-191	4.09615452600725e-105
COG5583	4.0	455582.0	1771.0	4292445.0	8.779978137854436e-06	0.00041258536801286913	0.021280391449995814	2.1070851749352118e-70	9.630769323160603e-41
COG4746	4.0	455582.0	36.0	4292445.0	8.779978137854436e-06	8.386828485862953e-06	1.0468770349428496	0.7910675636477179	1.0
COG3309	4.0	455582.0	777.0	4292445.0	8.779978137854436e-06	0.00018101571481987538	0.04850395528692739	3.065717598802238e-28	1.1435411918690494e-17
COG0091	4.0	455582.0	271.0	4292445.0	8.779978137854436e-06	6.313418110191279e-05	0.1390685360071682	5.373616637628418e-08	7.41853472459619e-06
COG0360	4.0	455582.0	12131.0	4292445.0	8.779978137854436e-06	0.0028261282322778743	0.0031067161205129493	0.0	1.3115621324861214e-280
COG3324	3.0	455582.0	217.0	4292445.0	6.584983603390827e-06	5.055393837311835e-05	0.13025658960118405	9.246491597424347e-07	5.5522024904534335e-05
COG0375	3.0	455582.0	142.0	4292445.0	6.584983603390827e-06	3.308137902757054e-05	0.19905408410885167	0.0005921436024350604	0.0033232383326898944
COG3848	3.0	455582.0	539.0	4292445.0	6.584983603390827e-06	0.00012556945983000365	0.05244096464463254	1.3072687542774695e-19	1.499613597107835e-12
COG0848	3.0	455582.0	2.0	4292445.0	6.584983603390827e-06	4.6593491588127513e-07	14.132839971728469	0.007611350992070494	0.002157997802530089
COG1990	3.0	455582.0	91.0	4292445.0	6.584983603390827e-06	2.120003867259802e-05	0.31061186751051584	0.03367334521826985	0.05324509503132483
COG3433	3.0	455582.0	657.0	4292445.0	6.584983603390827e-06	0.0001530596198669989	0.04302234390176094	1.7062591264101553e-24	2.6250681910067607e-15
COG0203	3.0	455582.0	1286.0	4292445.0	6.584983603390827e-06	0.0002995961509116599	0.02197953339304583	2.3199079498329324e-51	6.09879729806757e-30
COG3686	3.0	455582.0	0.0	4292445.0	6.584983603390827e-06	0.0	inf	0.0008834003059506011	1.4482747884577044e-05
COG2051	3.0	455582.0	124.0	4292445.0	6.584983603390827e-06	2.8887964784639057e-05	0.2279490318020721	0.002343464504061186	0.008871908308323486
COG4634	3.0	455582.0	268.0	4292445.0	6.584983603390827e-06	6.243527872809087e-05	0.10546895501289903	1.1050918777106256e-08	3.4613181930740028e-06
COG3908	3.0	455582.0	3461.0	4292445.0	6.584983603390827e-06	0.0008063003719325466	0.008166911280975712	3.0603998189281818e-145	2.527998765603905e-80
COG1532	3.0	455582.0	3465.0	4292445.0	6.584983603390827e-06	0.0008072322417643092	0.008157483389165061	2.0530359720620773e-145	2.0427285747065986e-80
COG0023	3.0	455582.0	358.0	4292445.0	6.584983603390827e-06	8.340234994274825e-05	0.07895441324987972	2.742275940945708e-12	2.6264152567588547e-08
COG4367	3.0	455582.0	120.0	4292445.0	6.584983603390827e-06	2.795609495287651e-05	0.23554733286214116	0.003296015253381927	0.011032749656450075
COG0784	3.0	455582.0	272.0	4292445.0	6.584983603390827e-06	6.336714855985342e-05	0.1039179409685917	7.590398585892774e-09	2.785111656870419e-06
COG1849	3.0	455582.0	138.0	4292445.0	6.584983603390827e-06	3.214950919580798e-05	0.20482376770620972	0.0008404812113349508	0.004134026519477214
COG3750	3.0	455582.0	8490.0	4292445.0	6.584983603390827e-06	0.0019778937179160128	0.0033292909238465183	0.0	1.0387858195935343e-196
COG3089	3.0	455582.0	3504.0	4292445.0	6.584983603390827e-06	0.000816317972623994	0.008066689481580177	3.5880072732703483e-147	2.5567979400575144e-81
COG0792	3.0	455582.0	1941.0	4292445.0	6.584983603390827e-06	0.0004521898358627775	0.014562431707087552	1.93390904789072e-79	3.935592803356789e-45
COG0093	3.0	455582.0	1264.0	4292445.0	6.584983603390827e-06	0.0002944708668369659	0.022362088562861503	2.6101129673493953e-50	1.9771138424239776e-29
COG3671	3.0	455582.0	0.0	4292445.0	6.584983603390827e-06	0.0	inf	0.0008834003059506011	1.4482747884577044e-05
COG4039	3.0	455582.0	0.0	4292445.0	6.584983603390827e-06	0.0	inf	0.0008834003059506011	1.4482747884577044e-05
COG1958	3.0	455582.0	1109.0	4292445.0	6.584983603390827e-06	0.00025836091085616703	0.02548753827182772	8.290094619651466e-44	7.876708935313231e-26
COG2018	3.0	455582.0	96.0	4292445.0	6.584983603390827e-06	2.2364875962301207e-05	0.2944341660776764	0.024631325542948616	0.04063846607493651
COG1708	3.0	455582.0	217.0	4292445.0	6.584983603390827e-06	5.055393837311835e-05	0.13025658960118405	9.246491597424347e-07	5.5522024904534335e-05
COG2944	3.0	455582.0	2547.0	4292445.0	6.584983603390827e-06	0.0005933681153748038	0.011097636412821727	9.463878492420898e-106	3.620858364257326e-59
COG2921	3.0	455582.0	9178.0	4292445.0	6.584983603390827e-06	0.0021381753289791716	0.0030797210659682874	0.0	1.2145157657718384e-212
COG0295	2.0	455582.0	5.0	4292445.0	4.389989068927218e-06	1.1648372897031878e-06	3.7687573257942586	0.13974736112091088	0.28777902669283595
COG2010	2.0	455582.0	0.0	4292445.0	4.389989068927218e-06	0.0	inf	0.009206740278577184	0.001686449619188949
COG1302	2.0	455582.0	283.0	4292445.0	4.389989068927218e-06	6.592979059720043e-05	0.06658581847693036	2.6830341140258837e-10	5.815915927851045e-07
COG0818	2.0	455582.0	0.0	4292445.0	4.389989068927218e-06	0.0	inf	0.009206740278577184	0.001686449619188949
COG5428	2.0	455582.0	8354.0	4292445.0	4.389989068927218e-06	0.0019462101436360862	0.002255660357789238	0.0	5.113133902704392e-194
