accession	arc_trans_count	arc_trans_all	arc_not_trans_count	arc_not_trans_all	arc_trans_proportion	arc_not_trans_proportion	arc_trans_fold_change
COG3052	0.0	11347.0	9.0	191500.0	0.0	4.6997389033942557e-05	0.0
COG5513	0.0	11347.0	9.0	191500.0	0.0	4.6997389033942557e-05	0.0
COG3937	0.0	11347.0	9.0	191500.0	0.0	4.6997389033942557e-05	0.0
COG4718	0.0	11347.0	9.0	191500.0	0.0	4.6997389033942557e-05	0.0
COG4844	0.0	11347.0	8.0	191500.0	0.0	4.1775456919060055e-05	0.0
COG5561	0.0	11347.0	8.0	191500.0	0.0	4.1775456919060055e-05	0.0
COG2445	0.0	11347.0	8.0	191500.0	0.0	4.1775456919060055e-05	0.0
COG1708	0.0	11347.0	8.0	191500.0	0.0	4.1775456919060055e-05	0.0
COG4456	0.0	11347.0	8.0	191500.0	0.0	4.1775456919060055e-05	0.0
COG2923	0.0	11347.0	8.0	191500.0	0.0	4.1775456919060055e-05	0.0
COG2164	0.0	11347.0	7.0	191500.0	0.0	3.6553524804177546e-05	0.0
COG5646	0.0	11347.0	7.0	191500.0	0.0	3.6553524804177546e-05	0.0
COG3798	0.0	11347.0	7.0	191500.0	0.0	3.6553524804177546e-05	0.0
COG3628	0.0	11347.0	7.0	191500.0	0.0	3.6553524804177546e-05	0.0
COG2811	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0
COG3370	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0
COG0375	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0
COG5123	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0
COG3831	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0
COG0662	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0
COG3365	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0
COG2210	0.0	11347.0	6.0	191500.0	0.0	3.133159268929504e-05	0.0
COG4847	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0
COG3070	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0
COG0526	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0
COG4309	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0
COG0346	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0
COG3355	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0
COG0268	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0
COG3093	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0
COG3729	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0
COG2921	0.0	11347.0	5.0	191500.0	0.0	2.6109660574412533e-05	0.0
COG0736	0.0	11347.0	4.0	191500.0	0.0	2.0887728459530027e-05	0.0
COG5570	0.0	11347.0	4.0	191500.0	0.0	2.0887728459530027e-05	0.0
COG3324	0.0	11347.0	4.0	191500.0	0.0	2.0887728459530027e-05	0.0
COG0759	0.0	11347.0	4.0	191500.0	0.0	2.0887728459530027e-05	0.0
COG1943	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG0227	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG4680	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG5481	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG1645	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG5045	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG4357	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG2105	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG4391	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG1848	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG1504	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG0394	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG4576	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG5583	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG1841	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG2764	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG3313	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG3794	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG5194	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG1047	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG3450	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG1582	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG0238	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG1430	0.0	11347.0	3.0	191500.0	0.0	1.566579634464752e-05	0.0
COG1416	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG0789	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG2732	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG2127	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG3978	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG1727	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG5302	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG4683	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG0853	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG4479	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG3423	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG0333	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG5304	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG3024	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG4691	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG4043	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG5565	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG4118	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG5475	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG5614	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG5417	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG4416	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG1591	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG1885	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG0230	0.0	11347.0	2.0	191500.0	0.0	1.0443864229765014e-05	0.0
COG4679	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG3584	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG5431	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG3254	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG3062	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG0727	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG3750	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG2739	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG2158	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG4570	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG0824	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG0605	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG5425	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG5457	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG3089	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG3631	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG4738	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG2944	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG0720	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG0512	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG5515	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG1917	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG1539	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG4837	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG1717	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG5507	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG4831	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG2852	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG2914	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG1695	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG5004	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG5439	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG0197	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG0257	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG1019	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG2052	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG3860	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG5649	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG4423	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG0589	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG3323	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG4352	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG0360	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG1225	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG2250	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG1098	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG3097	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG1528	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG2427	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG1658	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG4075	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG0851	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG4311	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG0251	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG4481	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG3795	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG3784	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG0267	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG0228	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
COG5051	0.0	11347.0	1.0	191500.0	0.0	5.221932114882507e-06	0.0
