accession	bac_trans_count	bac_trans_all	bac_not_trans_count	bac_not_trans_all	bac_trans_proportion	bac_not_trans_proportion	bac_trans_fold_change
COG1388	14.0	455582.0	980.0	4292445.0	3.072992348249053e-05	0.0002283081087818248	0.1345984759212235
COG3293	14.0	455582.0	57.0	4292445.0	3.072992348249053e-05	1.3279145102616342e-05	2.314149235136825
COG2740	14.0	455582.0	13090.0	4292445.0	3.072992348249053e-05	0.003049544024442946	0.010076891245439194
COG1644	14.0	455582.0	2124.0	4292445.0	3.072992348249053e-05	0.0004948228806659142	0.06210287495423684
COG2034	14.0	455582.0	0.0	4292445.0	3.072992348249053e-05	0.0	inf
COG4842	13.0	455582.0	6845.0	4292445.0	2.853492894802692e-05	0.001594662249603664	0.01789402674774484
COG1996	13.0	455582.0	394.0	4292445.0	2.853492894802692e-05	9.17891784286112e-05	0.3108746525084097
COG4197	13.0	455582.0	174.0	4292445.0	2.853492894802692e-05	4.0536337681670935e-05	0.7039345579788127
COG1436	13.0	455582.0	1009.0	4292445.0	2.853492894802692e-05	0.0002350641650621033	0.12139208432934925
COG5584	13.0	455582.0	13.0	4292445.0	2.853492894802692e-05	3.0285769532282883e-06	9.421893314485647
COG5570	13.0	455582.0	12005.0	4292445.0	2.853492894802692e-05	0.002796774332577354	0.01020279992405776
COG2002	13.0	455582.0	17156.0	4292445.0	2.853492894802692e-05	0.003996789708429578	0.007139462175816823
COG4844	13.0	455582.0	458.0	4292445.0	2.853492894802692e-05	0.00010669909573681201	0.26743365303125194
COG2363	12.0	455582.0	0.0	4292445.0	2.633993441356331e-05	0.0	inf
COG4466	12.0	455582.0	3526.0	4292445.0	2.633993441356331e-05	0.0008214432566986881	0.03206543385531133
COG1758	12.0	455582.0	24643.0	4292445.0	2.633993441356331e-05	0.005741017066031131	0.004588025799368086
COG5509	12.0	455582.0	4623.0	4292445.0	2.633993441356331e-05	0.0010770085580595675	0.024456569278353397
COG1654	12.0	455582.0	427.0	4292445.0	2.633993441356331e-05	9.947710454065224e-05	0.26478388705814465
COG3636	12.0	455582.0	6892.0	4292445.0	2.633993441356331e-05	0.001605611720126874	0.016404921615471236
COG4679	12.0	455582.0	841.0	4292445.0	2.633993441356331e-05	0.00019592563212807618	0.13443843017101995
COG1722	12.0	455582.0	41353.0	4292445.0	2.633993441356331e-05	0.009633903288219186	0.0027340874851601517
COG2900	11.0	455582.0	12121.0	4292445.0	2.41449398790997e-05	0.002823798557698468	0.008550517816957521
COG2510	11.0	455582.0	0.0	4292445.0	2.41449398790997e-05	0.0	inf
COG2732	11.0	455582.0	2871.0	4292445.0	2.41449398790997e-05	0.0006688495717475704	0.03609920810147758
COG5646	10.0	455582.0	315.0	4292445.0	2.194994534463609e-05	7.338474925130083e-05	0.29910772426938564
COG0718	10.0	455582.0	8300.0	4292445.0	2.194994534463609e-05	0.0019336299009072918	0.011351678692151382
COG3905	10.0	455582.0	13221.0	4292445.0	2.194994534463609e-05	0.0030800627614331693	0.007126460414859426
COG3070	10.0	455582.0	134.0	4292445.0	2.194994534463609e-05	3.1217639364045434e-05	0.7031263667526602
COG1324	9.0	455582.0	768.0	4292445.0	1.9754950810172482e-05	0.00017891900769840966	0.11041281227912866
COG1430	9.0	455582.0	113.0	4292445.0	1.9754950810172482e-05	2.6325322747292043e-05	0.7504162816846975
COG0517	9.0	455582.0	2414.0	4292445.0	1.9754950810172482e-05	0.0005623834434686991	0.03512719131332677
COG5565	9.0	455582.0	98.0	4292445.0	1.9754950810172482e-05	2.283081087818248e-05	0.8652759166364369
COG2456	9.0	455582.0	0.0	4292445.0	1.9754950810172482e-05	0.0	inf
COG2913	9.0	455582.0	0.0	4292445.0	1.9754950810172482e-05	0.0	inf
COG4691	9.0	455582.0	6098.0	4292445.0	1.9754950810172482e-05	0.001420635558522008	0.013905713320821715
COG1343	9.0	455582.0	14705.0	4292445.0	1.9754950810172482e-05	0.0034257864690170753	0.0057665447011472845
COG5450	8.0	455582.0	2807.0	4292445.0	1.7559956275708873e-05	0.0006539396544393696	0.026852563774807686
COG3530	8.0	455582.0	5176.0	4292445.0	1.7559956275708873e-05	0.00120583956230074	0.014562431707087552
COG1264	8.0	455582.0	2014.0	4292445.0	1.7559956275708873e-05	0.00046919646029244404	0.03742559409924785
COG3369	8.0	455582.0	3221.0	4292445.0	1.7559956275708873e-05	0.0007503881820267935	0.02340116315302241
COG4311	8.0	455582.0	6380.0	4292445.0	1.7559956275708873e-05	0.0014863323816612676	0.011814286287756296
COG5471	8.0	455582.0	46.0	4292445.0	1.7559956275708873e-05	1.0716503065269328e-05	1.6385901416496778
COG3036	8.0	455582.0	393.0	4292445.0	1.7559956275708873e-05	9.155621097067056e-05	0.1917942659437282
COG4829	8.0	455582.0	2191.0	4292445.0	1.7559956275708873e-05	0.0005104317003479369	0.034402166369641794
COG0140	8.0	455582.0	9056.0	4292445.0	1.7559956275708873e-05	0.0021097532991104138	0.008323227309616295
COG0721	8.0	455582.0	45882.0	4292445.0	1.7559956275708873e-05	0.010689012905232333	0.0016428042917894855
COG3251	7.0	455582.0	6448.0	4292445.0	1.5364961741245264e-05	0.001502174168801231	0.010228482196246825
COG4338	7.0	455582.0	845.0	4292445.0	1.5364961741245264e-05	0.00019685750195983873	0.07805118722059116
COG5481	7.0	455582.0	9474.0	4292445.0	1.5364961741245264e-05	0.0022071336965296	0.006961500232362205
COG1551	7.0	455582.0	17061.0	4292445.0	1.5364961741245264e-05	0.003974657799925218	0.003865731973588859
COG5294	7.0	455582.0	21.0	4292445.0	1.5364961741245264e-05	4.892316616753389e-06	3.140631104828549
COG0594	7.0	455582.0	403.0	4292445.0	1.5364961741245264e-05	9.388588555007694e-05	0.1636557151399492
COG2440	7.0	455582.0	2141.0	4292445.0	1.5364961741245264e-05	0.000498783327450905	0.030804882392059568
COG1694	7.0	455582.0	2155.0	4292445.0	1.5364961741245264e-05	0.000502044871862074	0.030604757866078667
COG2888	7.0	455582.0	40.0	4292445.0	1.5364961741245264e-05	9.318698317625502e-06	1.6488313300349882
COG3100	7.0	455582.0	830.0	4292445.0	1.5364961741245264e-05	0.00019336299009072917	0.07946175084505967
COG4423	6.0	455582.0	8983.0	4292445.0	1.3169967206781655e-05	0.0020927466746807474	0.006293149269388163
COG2198	6.0	455582.0	51.0	4292445.0	1.3169967206781655e-05	1.1881340354972516e-05	1.1084580369983112
COG3357	6.0	455582.0	730.0	4292445.0	1.3169967206781655e-05	0.0001700662442966654	0.0774402190231697
COG5460	6.0	455582.0	3611.0	4292445.0	1.3169967206781655e-05	0.0008412454906236422	0.01565531982467845
COG5508	6.0	455582.0	1065.0	4292445.0	1.3169967206781655e-05	0.000248110342706779	0.05308108909569379
COG4495	6.0	455582.0	495.0	4292445.0	1.3169967206781655e-05	0.0001153188916806156	0.11420476744831086
COG2151	6.0	455582.0	4908.0	4292445.0	1.3169967206781655e-05	0.001143404283572649	0.011518206985923774
COG3304	6.0	455582.0	0.0	4292445.0	1.3169967206781655e-05	0.0	inf
COG0073	6.0	455582.0	2890.0	4292445.0	1.3169967206781655e-05	0.0006732759534484426	0.019561024182323142
COG2372	6.0	455582.0	11.0	4292445.0	1.3169967206781655e-05	2.562642037347013e-06	5.1392145351739895
COG5194	5.0	455582.0	96.0	4292445.0	1.0974972672318046e-05	2.2364875962301207e-05	0.49072361012946075
COG1569	5.0	455582.0	43.0	4292445.0	1.0974972672318046e-05	1.0017600691447415e-05	1.0955689900564705
COG2329	5.0	455582.0	7365.0	4292445.0	1.0974972672318046e-05	0.0017158053277327957	0.006396397362176271
COG4895	5.0	455582.0	5672.0	4292445.0	1.0974972672318046e-05	0.0013213914214392963	0.008305618225040239
COG2886	5.0	455582.0	4490.0	4292445.0	1.0974972672318046e-05	0.0010460238861534625	0.010492086096309184
COG0228	5.0	455582.0	31858.0	4292445.0	1.0974972672318046e-05	0.007421877275072831	0.001478732706774695
COG3052	5.0	455582.0	2562.0	4292445.0	1.0974972672318046e-05	0.0005968626272439135	0.018387769934593377
COG4969	5.0	455582.0	2.0	4292445.0	1.0974972672318046e-05	4.6593491588127513e-07	23.554733286214116
COG5349	5.0	455582.0	0.0	4292445.0	1.0974972672318046e-05	0.0	inf
COG1911	5.0	455582.0	767.0	4292445.0	1.0974972672318046e-05	0.000178686040240469	0.061420425778915565
COG2260	5.0	455582.0	81.0	4292445.0	1.0974972672318046e-05	1.8870364093191642e-05	0.5815983527460276
COG1581	5.0	455582.0	119.0	4292445.0	1.0974972672318046e-05	2.772312749493587e-05	0.3958778703565398
COG1605	5.0	455582.0	10970.0	4292445.0	1.0974972672318046e-05	0.002555653013608794	0.004294390754095555
COG0199	5.0	455582.0	22989.0	4292445.0	1.0974972672318046e-05	0.005355688890597317	0.002049217737719267
COG3657	5.0	455582.0	5002.0	4292445.0	1.0974972672318046e-05	0.0011653032246190691	0.009418126064060022
COG3432	5.0	455582.0	478.0	4292445.0	1.0974972672318046e-05	0.00011135844489562475	0.09855536939838543
COG1733	5.0	455582.0	437.0	4292445.0	1.0974972672318046e-05	0.00010180677912005861	0.10780198300326828
COG5568	5.0	455582.0	4980.0	4292445.0	1.0974972672318046e-05	0.001160177940544375	0.009459732243459484
COG3254	5.0	455582.0	1307.0	4292445.0	1.0974972672318046e-05	0.0003044884675284133	0.03604396830331158
COG4416	5.0	455582.0	124.0	4292445.0	1.0974972672318046e-05	2.8887964784639057e-05	0.3799150530034535
COG1396	5.0	455582.0	617.0	4292445.0	1.0974972672318046e-05	0.00014374092154937338	0.07635245797800362
COG4891	4.0	455582.0	642.0	4292445.0	8.779978137854436e-06	0.00014956510799788933	0.058703385136982214
COG4855	4.0	455582.0	219.0	4292445.0	8.779978137854436e-06	5.101987328899963e-05	0.17208937560704377
COG2975	4.0	455582.0	7388.0	4292445.0	8.779978137854436e-06	0.0017211635792654303	0.005101187501075066
COG1552	4.0	455582.0	185.0	4292445.0	8.779978137854436e-06	4.309897971901795e-05	0.20371661220509507
COG2259	4.0	455582.0	0.0	4292445.0	8.779978137854436e-06	0.0	inf
COG4710	4.0	455582.0	5618.0	4292445.0	8.779978137854436e-06	0.001308811178710502	0.006708361206468954
COG0238	4.0	455582.0	28308.0	4292445.0	8.779978137854436e-06	0.006594842799383568	0.0013313400190032001
COG0394	4.0	455582.0	26.0	4292445.0	8.779978137854436e-06	6.057153906456577e-06	1.4495220483824072
COG1828	4.0	455582.0	31173.0	4292445.0	8.779978137854436e-06	0.007262294566383495	0.0012089812741135787
COG3478	4.0	455582.0	1765.0	4292445.0	8.779978137854436e-06	0.0004111875632652253	0.02135273272404679
COG5131	4.0	455582.0	2319.0	4292445.0	8.779978137854436e-06	0.0005402515349643385	0.01625164866664191
COG4309	4.0	455582.0	792.0	4292445.0	8.779978137854436e-06	0.00018451022668898495	0.04758531977012953
COG5302	4.0	455582.0	4552.0	4292445.0	8.779978137854436e-06	0.0010604678685457822	0.008279343861586684
COG5583	4.0	455582.0	1771.0	4292445.0	8.779978137854436e-06	0.00041258536801286913	0.021280391449995814
COG4746	4.0	455582.0	36.0	4292445.0	8.779978137854436e-06	8.386828485862953e-06	1.0468770349428496
COG3309	4.0	455582.0	777.0	4292445.0	8.779978137854436e-06	0.00018101571481987538	0.04850395528692739
COG0091	4.0	455582.0	271.0	4292445.0	8.779978137854436e-06	6.313418110191279e-05	0.1390685360071682
COG0360	4.0	455582.0	12131.0	4292445.0	8.779978137854436e-06	0.0028261282322778743	0.0031067161205129493
COG3324	3.0	455582.0	217.0	4292445.0	6.584983603390827e-06	5.055393837311835e-05	0.13025658960118405
COG0375	3.0	455582.0	142.0	4292445.0	6.584983603390827e-06	3.308137902757054e-05	0.19905408410885167
COG3848	3.0	455582.0	539.0	4292445.0	6.584983603390827e-06	0.00012556945983000365	0.05244096464463254
COG0848	3.0	455582.0	2.0	4292445.0	6.584983603390827e-06	4.6593491588127513e-07	14.132839971728469
COG1990	3.0	455582.0	91.0	4292445.0	6.584983603390827e-06	2.120003867259802e-05	0.31061186751051584
COG3433	3.0	455582.0	657.0	4292445.0	6.584983603390827e-06	0.0001530596198669989	0.04302234390176094
COG0203	3.0	455582.0	1286.0	4292445.0	6.584983603390827e-06	0.0002995961509116599	0.02197953339304583
COG3686	3.0	455582.0	0.0	4292445.0	6.584983603390827e-06	0.0	inf
COG2051	3.0	455582.0	124.0	4292445.0	6.584983603390827e-06	2.8887964784639057e-05	0.2279490318020721
COG4634	3.0	455582.0	268.0	4292445.0	6.584983603390827e-06	6.243527872809087e-05	0.10546895501289903
COG3908	3.0	455582.0	3461.0	4292445.0	6.584983603390827e-06	0.0008063003719325466	0.008166911280975712
COG1532	3.0	455582.0	3465.0	4292445.0	6.584983603390827e-06	0.0008072322417643092	0.008157483389165061
COG0023	3.0	455582.0	358.0	4292445.0	6.584983603390827e-06	8.340234994274825e-05	0.07895441324987972
COG4367	3.0	455582.0	120.0	4292445.0	6.584983603390827e-06	2.795609495287651e-05	0.23554733286214116
COG0784	3.0	455582.0	272.0	4292445.0	6.584983603390827e-06	6.336714855985342e-05	0.1039179409685917
COG1849	3.0	455582.0	138.0	4292445.0	6.584983603390827e-06	3.214950919580798e-05	0.20482376770620972
COG3750	3.0	455582.0	8490.0	4292445.0	6.584983603390827e-06	0.0019778937179160128	0.0033292909238465183
COG3089	3.0	455582.0	3504.0	4292445.0	6.584983603390827e-06	0.000816317972623994	0.008066689481580177
COG0792	3.0	455582.0	1941.0	4292445.0	6.584983603390827e-06	0.0004521898358627775	0.014562431707087552
COG0093	3.0	455582.0	1264.0	4292445.0	6.584983603390827e-06	0.0002944708668369659	0.022362088562861503
COG3671	3.0	455582.0	0.0	4292445.0	6.584983603390827e-06	0.0	inf
COG4039	3.0	455582.0	0.0	4292445.0	6.584983603390827e-06	0.0	inf
COG1958	3.0	455582.0	1109.0	4292445.0	6.584983603390827e-06	0.00025836091085616703	0.02548753827182772
COG2018	3.0	455582.0	96.0	4292445.0	6.584983603390827e-06	2.2364875962301207e-05	0.2944341660776764
COG1708	3.0	455582.0	217.0	4292445.0	6.584983603390827e-06	5.055393837311835e-05	0.13025658960118405
COG2944	3.0	455582.0	2547.0	4292445.0	6.584983603390827e-06	0.0005933681153748038	0.011097636412821727
COG2921	3.0	455582.0	9178.0	4292445.0	6.584983603390827e-06	0.0021381753289791716	0.0030797210659682874
COG0295	2.0	455582.0	5.0	4292445.0	4.389989068927218e-06	1.1648372897031878e-06	3.7687573257942586
COG2010	2.0	455582.0	0.0	4292445.0	4.389989068927218e-06	0.0	inf
COG1302	2.0	455582.0	283.0	4292445.0	4.389989068927218e-06	6.592979059720043e-05	0.06658581847693036
COG0818	2.0	455582.0	0.0	4292445.0	4.389989068927218e-06	0.0	inf
COG5428	2.0	455582.0	8354.0	4292445.0	4.389989068927218e-06	0.0019462101436360862	0.002255660357789238
COG5625	2.0	455582.0	1.0	4292445.0	4.389989068927218e-06	2.3296745794063757e-07	18.843786628971294
COG4568	2.0	455582.0	1034.0	4292445.0	4.389989068927218e-06	0.00024088835151061925	0.018224165018347477
COG4572	2.0	455582.0	2917.0	4292445.0	4.389989068927218e-06	0.0006795660748128398	0.006459988559811894
COG5626	2.0	455582.0	475.0	4292445.0	4.389989068927218e-06	0.00011065954252180284	0.03967112974520272
COG1553	2.0	455582.0	242.0	4292445.0	4.389989068927218e-06	5.637812482163429e-05	0.07786688689657559
COG4824	2.0	455582.0	0.0	4292445.0	4.389989068927218e-06	0.0	inf
COG4454	2.0	455582.0	2.0	4292445.0	4.389989068927218e-06	4.6593491588127513e-07	9.421893314485647
COG0255	2.0	455582.0	63750.0	4292445.0	4.389989068927218e-06	0.014851675443715644	0.00029558880986621636
COG1487	2.0	455582.0	53.0	4292445.0	4.389989068927218e-06	1.234727527085379e-05	0.3555431439428546
COG1981	2.0	455582.0	0.0	4292445.0	4.389989068927218e-06	0.0	inf
COG0386	2.0	455582.0	10.0	4292445.0	4.389989068927218e-06	2.3296745794063756e-06	1.8843786628971293
COG3556	2.0	455582.0	0.0	4292445.0	4.389989068927218e-06	0.0	inf
COG4837	2.0	455582.0	29.0	4292445.0	4.389989068927218e-06	6.756056280278489e-06	0.6497857458265963
COG1888	2.0	455582.0	670.0	4292445.0	4.389989068927218e-06	0.00015608819682022716	0.028125054670106408
COG4038	2.0	455582.0	0.0	4292445.0	4.389989068927218e-06	0.0	inf
COG1993	2.0	455582.0	224.0	4292445.0	4.389989068927218e-06	5.218471057870281e-05	0.08412404745076471
COG3860	2.0	455582.0	1708.0	4292445.0	4.389989068927218e-06	0.00039790841816260896	0.011032661960756026
COG4830	2.0	455582.0	19.0	4292445.0	4.389989068927218e-06	4.426381700872113e-06	0.9917782436300682
COG2033	2.0	455582.0	673.0	4292445.0	4.389989068927218e-06	0.00015678709919404908	0.02799968295538082
COG3130	2.0	455582.0	615.0	4292445.0	4.389989068927218e-06	0.0001432749866334921	0.03064030346174194
COG3813	2.0	455582.0	2658.0	4292445.0	4.389989068927218e-06	0.0006192275032062146	0.007089460733247289
COG0292	2.0	455582.0	480.0	4292445.0	4.389989068927218e-06	0.00011182437981150604	0.039257888810356856
COG2938	2.0	455582.0	7958.0	4292445.0	4.389989068927218e-06	0.0018539550302915937	0.0023679048289735227
COG3564	2.0	455582.0	26.0	4292445.0	4.389989068927218e-06	6.057153906456577e-06	0.7247610241912036
COG5341	2.0	455582.0	1.0	4292445.0	4.389989068927218e-06	2.3296745794063757e-07	18.843786628971294
COG0261	2.0	455582.0	3168.0	4292445.0	4.389989068927218e-06	0.0007380409067559398	0.005948164971266191
COG4259	2.0	455582.0	3.0	4292445.0	4.389989068927218e-06	6.989023738219127e-07	6.281262209657098
COG4768	2.0	455582.0	0.0	4292445.0	4.389989068927218e-06	0.0	inf
COG0251	2.0	455582.0	136.0	4292445.0	4.389989068927218e-06	3.168357427992671e-05	0.13855725462478893
COG2009	2.0	455582.0	0.0	4292445.0	4.389989068927218e-06	0.0	inf
COG5552	2.0	455582.0	15953.0	4292445.0	4.389989068927218e-06	0.003716529856526991	0.001181206458281909
COG0242	1.0	455582.0	4.0	4292445.0	2.194994534463609e-06	9.318698317625503e-07	2.355473328621412
COG3502	1.0	455582.0	427.0	4292445.0	2.194994534463609e-06	9.947710454065224e-05	0.022065323921512052
COG3193	1.0	455582.0	3.0	4292445.0	2.194994534463609e-06	6.989023738219127e-07	3.140631104828549
COG5051	1.0	455582.0	36.0	4292445.0	2.194994534463609e-06	8.386828485862953e-06	0.2617192587357124
COG5550	1.0	455582.0	1.0	4292445.0	2.194994534463609e-06	2.3296745794063757e-07	9.421893314485647
COG2924	1.0	455582.0	6615.0	4292445.0	2.194994534463609e-06	0.0015410797342773174	0.0014243224965208839
COG1447	1.0	455582.0	407.0	4292445.0	2.194994534463609e-06	9.481775538183949e-05	0.023149615023306258
COG1825	1.0	455582.0	587.0	4292445.0	2.194994534463609e-06	0.00013675189781115426	0.016050925578340113
COG3476	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG5304	1.0	455582.0	7126.0	4292445.0	2.194994534463609e-06	0.0016601261052849833	0.0013221854216230208
COG3133	1.0	455582.0	1.0	4292445.0	2.194994534463609e-06	2.3296745794063757e-07	9.421893314485647
COG4922	1.0	455582.0	15.0	4292445.0	2.194994534463609e-06	3.4945118691095636e-06	0.6281262209657097
COG1734	1.0	455582.0	131.0	4292445.0	2.194994534463609e-06	3.051873699022352e-05	0.07192284972889806
COG5439	1.0	455582.0	22.0	4292445.0	2.194994534463609e-06	5.125284074694026e-06	0.4282678779311658
COG1594	1.0	455582.0	15.0	4292445.0	2.194994534463609e-06	3.4945118691095636e-06	0.6281262209657097
COG4064	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG5447	1.0	455582.0	92.0	4292445.0	2.194994534463609e-06	2.1433006130538656e-05	0.10241188385310486
COG4390	1.0	455582.0	21.0	4292445.0	2.194994534463609e-06	4.892316616753389e-06	0.4486615864040784
COG4968	1.0	455582.0	1.0	4292445.0	2.194994534463609e-06	2.3296745794063757e-07	9.421893314485647
COG5478	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG3865	1.0	455582.0	12.0	4292445.0	2.194994534463609e-06	2.795609495287651e-06	0.7851577762071372
COG4933	1.0	455582.0	41.0	4292445.0	2.194994534463609e-06	9.55166577556614e-06	0.22980227596306457
COG0599	1.0	455582.0	135.0	4292445.0	2.194994534463609e-06	3.145060682198607e-05	0.06979180232952331
COG5488	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG5559	1.0	455582.0	1548.0	4292445.0	2.194994534463609e-06	0.00036063362489210693	0.006086494389202614
COG3370	1.0	455582.0	106.0	4292445.0	2.194994534463609e-06	2.469455054170758e-05	0.08888578598571364
COG1753	1.0	455582.0	410.0	4292445.0	2.194994534463609e-06	9.55166577556614e-05	0.022980227596306455
COG2053	1.0	455582.0	137.0	4292445.0	2.194994534463609e-06	3.1916541737867345e-05	0.06877294390135509
COG1998	1.0	455582.0	255.0	4292445.0	2.194994534463609e-06	5.940670177486258e-05	0.03694860123327704
COG3586	1.0	455582.0	480.0	4292445.0	2.194994534463609e-06	0.00011182437981150604	0.019628944405178428
COG4040	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG3729	1.0	455582.0	826.0	4292445.0	2.194994534463609e-06	0.00019243112025896662	0.011406650501798603
COG5469	1.0	455582.0	5.0	4292445.0	2.194994534463609e-06	1.1648372897031878e-06	1.8843786628971293
COG4840	1.0	455582.0	341.0	4292445.0	2.194994534463609e-06	7.94419031577574e-05	0.02763018567297844
COG0757	1.0	455582.0	5.0	4292445.0	2.194994534463609e-06	1.1648372897031878e-06	1.8843786628971293
COG4566	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG4062	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG2044	1.0	455582.0	151.0	4292445.0	2.194994534463609e-06	3.517808614903627e-05	0.06239664446679236
COG3783	1.0	455582.0	38.0	4292445.0	2.194994534463609e-06	8.852763401744227e-06	0.24794456090751704
COG3978	1.0	455582.0	1206.0	4292445.0	2.194994534463609e-06	0.0002809587542764089	0.00781251518614067
COG3744	1.0	455582.0	89.0	4292445.0	2.194994534463609e-06	2.073410375671674e-05	0.10586396982568143
COG2361	1.0	455582.0	499.0	4292445.0	2.194994534463609e-06	0.00011625076151237815	0.01888154972842815
COG4892	1.0	455582.0	1625.0	4292445.0	2.194994534463609e-06	0.00037857211915353603	0.005798088193529629
COG3514	1.0	455582.0	6297.0	4292445.0	2.194994534463609e-06	0.0014669960826521947	0.0014962511218811572
COG3111	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG2058	1.0	455582.0	16.0	4292445.0	2.194994534463609e-06	3.727479327050201e-06	0.588868332155353
COG4859	1.0	455582.0	109.0	4292445.0	2.194994534463609e-06	2.5393452915529495e-05	0.08643938820629034
COG1585	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG2036	1.0	455582.0	418.0	4292445.0	2.194994534463609e-06	9.73803974191865e-05	0.02254041462795609
COG1959	1.0	455582.0	3.0	4292445.0	2.194994534463609e-06	6.989023738219127e-07	3.140631104828549
COG4270	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG1546	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG3742	1.0	455582.0	15.0	4292445.0	2.194994534463609e-06	3.4945118691095636e-06	0.6281262209657097
COG2351	1.0	455582.0	913.0	4292445.0	2.194994534463609e-06	0.0002126992890998021	0.0103197079019558
COG2004	1.0	455582.0	14.0	4292445.0	2.194994534463609e-06	3.2615444111689258e-06	0.6729923796061177
COG1815	1.0	455582.0	342.0	4292445.0	2.194994534463609e-06	7.967487061569805e-05	0.02754939565639078
COG4570	1.0	455582.0	49.0	4292445.0	2.194994534463609e-06	1.141540543909124e-05	0.1922835370303193
COG4919	1.0	455582.0	35.0	4292445.0	2.194994534463609e-06	8.153861027922314e-06	0.2691969518424471
COG1416	1.0	455582.0	435.0	4292445.0	2.194994534463609e-06	0.00010134084420417734	0.021659524860886546
COG4803	1.0	455582.0	3.0	4292445.0	2.194994534463609e-06	6.989023738219127e-07	3.140631104828549
COG5614	1.0	455582.0	231.0	4292445.0	2.194994534463609e-06	5.381548278428728e-05	0.04078741694582531
COG5462	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG4852	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG2315	1.0	455582.0	233.0	4292445.0	2.194994534463609e-06	5.428141770016855e-05	0.040437310362599344
COG4551	1.0	455582.0	88.0	4292445.0	2.194994534463609e-06	2.0501136298776104e-05	0.10706696948279144
COG1683	1.0	455582.0	2.0	4292445.0	2.194994534463609e-06	4.6593491588127513e-07	4.710946657242824
COG0344	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG3038	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG1371	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG3862	1.0	455582.0	133.0	4292445.0	2.194994534463609e-06	3.09846719061048e-05	0.07084130311643343
COG5515	1.0	455582.0	1311.0	4292445.0	2.194994534463609e-06	0.00030542033736017586	0.007186798866884551
COG3238	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG3615	1.0	455582.0	742.0	4292445.0	2.194994534463609e-06	0.00017286185379195308	0.012697969426530521
COG3788	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG3189	1.0	455582.0	444.0	4292445.0	2.194994534463609e-06	0.00010343755132564308	0.021220480438030737
COG5500	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG0711	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG3811	1.0	455582.0	755.0	4292445.0	2.194994534463609e-06	0.00017589043074518136	0.012479328893358472
COG4704	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG2402	1.0	455582.0	14.0	4292445.0	2.194994534463609e-06	3.2615444111689258e-06	0.6729923796061177
COG4954	1.0	455582.0	2.0	4292445.0	2.194994534463609e-06	4.6593491588127513e-07	4.710946657242824
COG2105	1.0	455582.0	57.0	4292445.0	2.194994534463609e-06	1.3279145102616342e-05	0.16529637393834468
COG1937	1.0	455582.0	29741.0	4292445.0	2.194994534463609e-06	0.006928685166612502	0.0003167981343763036
COG3134	1.0	455582.0	0.0	4292445.0	2.194994534463609e-06	0.0	inf
COG1846	1.0	455582.0	31.0	4292445.0	2.194994534463609e-06	7.221991196159764e-06	0.3039320424027628
COG5433	1.0	455582.0	3.0	4292445.0	2.194994534463609e-06	6.989023738219127e-07	3.140631104828549
COG2075	1.0	455582.0	86.0	4292445.0	2.194994534463609e-06	2.003520138289483e-05	0.10955689900564705
COG2910	1.0	455582.0	1.0	4292445.0	2.194994534463609e-06	2.3296745794063757e-07	9.421893314485647
COG0736	1.0	455582.0	66.0	4292445.0	2.194994534463609e-06	1.537585222408208e-05	0.14275595931038856
COG3526	1.0	455582.0	1854.0	4292445.0	2.194994534463609e-06	0.00043192166702194206	0.005081927354091503
COG0184	0.0	455582.0	50182.0	4292445.0	0.0	0.011690772974377074	0.0
COG0851	0.0	455582.0	8344.0	4292445.0	0.0	0.0019438804690566798	0.0
COG2841	0.0	455582.0	7497.0	4292445.0	0.0	0.0017465570321809599	0.0
COG4472	0.0	455582.0	7435.0	4292445.0	0.0	0.0017321130497886402	0.0
COG4496	0.0	455582.0	6409.0	4292445.0	0.0	0.0014930884379415461	0.0
